crawl,mimetype,pages,urls,%pages/crawl
CC-MAIN-2016-18,text/prs.lines.tag,70,70,0.0000
CC-MAIN-2016-18,text/tab-separated-values,54916,54916,0.0041
CC-MAIN-2016-18,text/turtle,8634,8634,0.0006
CC-MAIN-2016-18,text/vcard,1763,1763,0.0001
CC-MAIN-2016-18,text/x-bibtex,19139,19139,0.0014
CC-MAIN-2016-18,text/x-c,3965,3965,0.0003
CC-MAIN-2016-18,text/x-csrc,18179,18179,0.0014
CC-MAIN-2016-18,text/x-diff,14797,14797,0.0011
CC-MAIN-2016-18,text/x-patch,98875,98875,0.0074
CC-MAIN-2016-18,text/x-perl,23549,23549,0.0018
CC-MAIN-2016-18,text/x-vcalendar,41121,41121,0.0031
CC-MAIN-2016-18,text/x-vcard,36142,36142,0.0027
CC-MAIN-2016-18,text/xml,3377012,3377012,0.2530
CC-MAIN-2016-18,unknown/unknown,87990,87990,0.0066
CC-MAIN-2016-18,video/mp4,6046,6046,0.0005
CC-MAIN-2016-18,video/webm,9071,9071,0.0007
CC-MAIN-2016-18,video/x-ms-asf,247157,247157,0.0185
CC-MAIN-2016-22,<other>,2285757,2285757,0.1559
CC-MAIN-2016-22,application/atom+xml,1768320,1768320,0.1206
CC-MAIN-2016-22,application/download,15821,15821,0.0011
CC-MAIN-2016-22,application/epub+zip,31467,31467,0.0021
CC-MAIN-2016-22,application/force-download,16671,16671,0.0011
CC-MAIN-2016-22,application/javascript,804,804,0.0001
CC-MAIN-2016-22,application/json,323473,323473,0.0221
CC-MAIN-2016-22,application/ld+json,7771,7771,0.0005
CC-MAIN-2016-22,application/marc,15079,15079,0.0010
CC-MAIN-2016-22,application/msword,576352,576352,0.0393
CC-MAIN-2016-22,application/octet-stream,2219528,2219528,0.1514
CC-MAIN-2016-22,application/octetstream,15517,15517,0.0011
CC-MAIN-2016-22,application/pdf,3687625,3687625,0.2515
CC-MAIN-2016-22,application/pgp-encrypted,69157,69157,0.0047
CC-MAIN-2016-22,application/pgp-signature,17127,17127,0.0012
CC-MAIN-2016-22,application/postscript,8048,8048,0.0005
CC-MAIN-2016-22,application/rdf+xml,67831,67831,0.0046
CC-MAIN-2016-22,application/rss+xml,4891492,4891492,0.3336
CC-MAIN-2016-22,application/rtf,2212,2212,0.0002
CC-MAIN-2016-22,application/save-to-disk,5250,5250,0.0004
CC-MAIN-2016-22,application/text,13510,13510,0.0009
CC-MAIN-2016-22,application/unknown,2869,2869,0.0002
CC-MAIN-2016-22,application/vnd.android.package-archive,1439,1439,0.0001
CC-MAIN-2016-22,application/vnd.google-earth.kml+xml,285282,285282,0.0195
CC-MAIN-2016-22,application/vnd.google-earth.kmz,38222,38222,0.0026
CC-MAIN-2016-22,application/vnd.ms-excel,162044,162044,0.0111
CC-MAIN-2016-22,application/vnd.ms-powerpoint,125903,125903,0.0086
CC-MAIN-2016-22,application/vnd.ms-word,11711,11711,0.0008
CC-MAIN-2016-22,application/vnd.oasis.opendocument.text,1605,1605,0.0001
CC-MAIN-2016-22,application/vnd.openxmlformats-officedocument.presentationml.presentation,3389,3389,0.0002
CC-MAIN-2016-22,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,5740,5740,0.0004
CC-MAIN-2016-22,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21861,21861,0.0015
CC-MAIN-2016-22,application/vnd.wap.xhtml+xml,43763,43763,0.0030
CC-MAIN-2016-22,application/x-bibtex,23639,23639,0.0016
CC-MAIN-2016-22,application/x-bittorrent,870,870,0.0001
CC-MAIN-2016-22,application/x-bzip2,2053,2053,0.0001
CC-MAIN-2016-22,application/x-debian-package,36166,36166,0.0025
CC-MAIN-2016-22,application/x-download,10768,10768,0.0007
CC-MAIN-2016-22,application/x-endnote-refer,28673,28673,0.0020
CC-MAIN-2016-22,application/x-gzip,38998,38998,0.0027
CC-MAIN-2016-22,application/x-httpd-php,32441,32441,0.0022
CC-MAIN-2016-22,application/x-java-jnlp-file,9413,9413,0.0006
CC-MAIN-2016-22,application/x-javascript,3319,3319,0.0002
CC-MAIN-2016-22,application/x-json,94,94,0.0000
CC-MAIN-2016-22,application/x-mobipocket-ebook,7105,7105,0.0005
CC-MAIN-2016-22,application/x-msdownload,9085,9085,0.0006
CC-MAIN-2016-22,application/x-netcdf,11074,11074,0.0008
CC-MAIN-2016-22,application/x-rar-compressed,1993,1993,0.0001
CC-MAIN-2016-22,application/x-research-info-systems,27869,27869,0.0019
CC-MAIN-2016-22,application/x-shockwave-flash,19424,19424,0.0013
CC-MAIN-2016-22,application/x-tar,7743,7743,0.0005
CC-MAIN-2016-22,application/x-tex,15758,15758,0.0011
CC-MAIN-2016-22,application/x-troff-man,30657,30657,0.0021
CC-MAIN-2016-22,application/x-zip-compressed,22768,22768,0.0016
CC-MAIN-2016-22,application/xhtml+xml,926057,926057,0.0632
CC-MAIN-2016-22,application/xml,980236,980236,0.0669
CC-MAIN-2016-22,application/zip,90892,90892,0.0062
CC-MAIN-2016-22,audio/mp3,10897,10897,0.0007
CC-MAIN-2016-22,audio/mpeg,96927,96927,0.0066
CC-MAIN-2016-22,audio/x-mpegurl,30981,30981,0.0021
CC-MAIN-2016-22,audio/x-pn-realaudio,11360,11360,0.0008
CC-MAIN-2016-22,audio/x-scpls,68357,68357,0.0047
CC-MAIN-2016-22,audio/x-wav,145015,145015,0.0099
CC-MAIN-2016-22,binary/octet-stream,7575,7575,0.0005
CC-MAIN-2016-22,image/gif,899655,899655,0.0614
CC-MAIN-2016-22,image/jp2,39585,39585,0.0027
CC-MAIN-2016-22,image/jpeg,9606892,9606892,0.6552
CC-MAIN-2016-22,image/jpg,126744,126744,0.0086
CC-MAIN-2016-22,image/pjpeg,32303,32303,0.0022
CC-MAIN-2016-22,image/png,4385118,4385118,0.2991
CC-MAIN-2016-22,image/svg+xml,507,507,0.0000
CC-MAIN-2016-22,image/tiff,16854,16854,0.0011
CC-MAIN-2016-22,image/vnd.djvu,6441,6441,0.0004
CC-MAIN-2016-22,image/webp,82,82,0.0000
CC-MAIN-2016-22,message/rfc822,15186,15186,0.0010
CC-MAIN-2016-22,text/calendar,1032325,1032325,0.0704
CC-MAIN-2016-22,text/css,706,706,0.0000
CC-MAIN-2016-22,text/csv,73971,73971,0.0050
CC-MAIN-2016-22,text/directory,4349,4349,0.0003
CC-MAIN-2016-22,text/enriched,7165,7165,0.0005
CC-MAIN-2016-22,text/html,1423652589,1423652589,97.0967
CC-MAIN-2016-22,text/javascript,12745,12745,0.0009
CC-MAIN-2016-22,text/pdf,33107,33107,0.0023
CC-MAIN-2016-22,text/plain,2821340,2821340,0.1924
CC-MAIN-2016-22,text/prs.lines.tag,75,75,0.0000
CC-MAIN-2016-22,text/tab-separated-values,57491,57491,0.0039
CC-MAIN-2016-22,text/turtle,8546,8546,0.0006
CC-MAIN-2016-22,text/vcard,1703,1703,0.0001
CC-MAIN-2016-22,text/x-bibtex,23226,23226,0.0016
CC-MAIN-2016-22,text/x-c,4047,4047,0.0003
CC-MAIN-2016-22,text/x-csrc,18379,18379,0.0013
CC-MAIN-2016-22,text/x-diff,13874,13874,0.0009
CC-MAIN-2016-22,text/x-patch,102079,102079,0.0070
CC-MAIN-2016-22,text/x-perl,21999,21999,0.0015
CC-MAIN-2016-22,text/x-vcalendar,43952,43952,0.0030
CC-MAIN-2016-22,text/x-vcard,35256,35256,0.0024
CC-MAIN-2016-22,text/xml,3324638,3324638,0.2267
CC-MAIN-2016-22,unknown/unknown,92683,92683,0.0063
CC-MAIN-2016-22,video/mp4,29976,29976,0.0020
CC-MAIN-2016-22,video/webm,9289,9289,0.0006
CC-MAIN-2016-22,video/x-ms-asf,215074,215074,0.0147
CC-MAIN-2016-26,<other>,1895818,1895818,0.1533
CC-MAIN-2016-26,application/atom+xml,1655623,1655623,0.1339
CC-MAIN-2016-26,application/download,11740,11740,0.0009
CC-MAIN-2016-26,application/epub+zip,25486,25486,0.0021
CC-MAIN-2016-26,application/force-download,15965,15965,0.0013
CC-MAIN-2016-26,application/javascript,774,774,0.0001
CC-MAIN-2016-26,application/json,309305,309305,0.0250
CC-MAIN-2016-26,application/ld+json,9,9,0.0000
CC-MAIN-2016-26,application/marc,18733,18733,0.0015
CC-MAIN-2016-26,application/msword,71700,71700,0.0058
CC-MAIN-2016-26,application/octet-stream,2336120,2336120,0.1889
CC-MAIN-2016-26,application/octetstream,15483,15483,0.0013
CC-MAIN-2016-26,application/pdf,3273925,3273925,0.2647
CC-MAIN-2016-26,application/pgp-encrypted,68854,68854,0.0056
CC-MAIN-2016-26,application/pgp-signature,13007,13007,0.0011
CC-MAIN-2016-26,application/postscript,5630,5630,0.0005
CC-MAIN-2016-26,application/rdf+xml,66546,66546,0.0054
CC-MAIN-2016-26,application/rss+xml,4053207,4053207,0.3277
CC-MAIN-2016-26,application/rtf,2115,2115,0.0002
CC-MAIN-2016-26,application/save-to-disk,5248,5248,0.0004
CC-MAIN-2016-26,application/text,12003,12003,0.0010
CC-MAIN-2016-26,application/unknown,2710,2710,0.0002
CC-MAIN-2016-26,application/vnd.android.package-archive,1334,1334,0.0001
CC-MAIN-2016-26,application/vnd.google-earth.kml+xml,157098,157098,0.0127
CC-MAIN-2016-26,application/vnd.google-earth.kmz,37603,37603,0.0030
CC-MAIN-2016-26,application/vnd.ms-excel,38838,38838,0.0031
CC-MAIN-2016-26,application/vnd.ms-powerpoint,14043,14043,0.0011
CC-MAIN-2016-26,application/vnd.ms-word,11587,11587,0.0009
CC-MAIN-2016-26,application/vnd.oasis.opendocument.text,1423,1423,0.0001
CC-MAIN-2016-26,application/vnd.openxmlformats-officedocument.presentationml.presentation,2613,2613,0.0002
CC-MAIN-2016-26,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,4595,4595,0.0004
CC-MAIN-2016-26,application/vnd.openxmlformats-officedocument.wordprocessingml.document,18419,18419,0.0015
CC-MAIN-2016-26,application/vnd.wap.xhtml+xml,42438,42438,0.0034
CC-MAIN-2016-26,application/x-bibtex,22256,22256,0.0018
CC-MAIN-2016-26,application/x-bittorrent,813,813,0.0001
CC-MAIN-2016-26,application/x-bzip2,1201,1201,0.0001
CC-MAIN-2016-26,application/x-debian-package,32309,32309,0.0026
CC-MAIN-2016-26,application/x-download,10615,10615,0.0009
CC-MAIN-2016-26,application/x-endnote-refer,24598,24598,0.0020
CC-MAIN-2016-26,application/x-gzip,8869,8869,0.0007
CC-MAIN-2016-26,application/x-httpd-php,32325,32325,0.0026
CC-MAIN-2016-26,application/x-java-jnlp-file,9734,9734,0.0008
CC-MAIN-2016-26,application/x-javascript,10722,10722,0.0009
CC-MAIN-2016-26,application/x-json,95,95,0.0000
CC-MAIN-2016-26,application/x-mobipocket-ebook,4625,4625,0.0004
CC-MAIN-2016-26,application/x-msdownload,4577,4577,0.0004
CC-MAIN-2016-26,application/x-netcdf,10856,10856,0.0009
CC-MAIN-2016-26,application/x-rar-compressed,1832,1832,0.0001
CC-MAIN-2016-26,application/x-research-info-systems,24931,24931,0.0020
CC-MAIN-2016-26,application/x-shockwave-flash,8402,8402,0.0007
CC-MAIN-2016-26,application/x-tar,2694,2694,0.0002
CC-MAIN-2016-26,application/x-tex,13965,13965,0.0011
CC-MAIN-2016-26,application/x-troff-man,27591,27591,0.0022
CC-MAIN-2016-26,application/x-zip-compressed,13815,13815,0.0011
CC-MAIN-2016-26,application/xhtml+xml,862947,862947,0.0698
CC-MAIN-2016-26,application/xml,958782,958782,0.0775
CC-MAIN-2016-26,application/zip,71482,71482,0.0058
CC-MAIN-2016-26,audio/mp3,10488,10488,0.0008
CC-MAIN-2016-26,audio/mpeg,76694,76694,0.0062
CC-MAIN-2016-26,audio/x-mpegurl,28501,28501,0.0023
CC-MAIN-2016-26,audio/x-pn-realaudio,10796,10796,0.0009
CC-MAIN-2016-26,audio/x-scpls,68606,68606,0.0055
CC-MAIN-2016-26,audio/x-wav,140420,140420,0.0114
CC-MAIN-2016-26,binary/octet-stream,6553,6553,0.0005
CC-MAIN-2016-26,image/gif,915870,915870,0.0741
CC-MAIN-2016-26,image/jp2,41149,41149,0.0033
CC-MAIN-2016-26,image/jpeg,9120813,9120813,0.7374
CC-MAIN-2016-26,image/jpg,115130,115130,0.0093
CC-MAIN-2016-26,image/pjpeg,31521,31521,0.0025
CC-MAIN-2016-26,image/png,4342103,4342103,0.3511
CC-MAIN-2016-26,image/svg+xml,507,507,0.0000
CC-MAIN-2016-26,image/tiff,13686,13686,0.0011
CC-MAIN-2016-26,image/vnd.djvu,3255,3255,0.0003
CC-MAIN-2016-26,image/webp,82,82,0.0000
CC-MAIN-2016-26,message/rfc822,8649,8649,0.0007
CC-MAIN-2016-26,text/calendar,979591,979591,0.0792
CC-MAIN-2016-26,text/css,679,679,0.0001
CC-MAIN-2016-26,text/csv,54989,54989,0.0044
CC-MAIN-2016-26,text/directory,3982,3982,0.0003
CC-MAIN-2016-26,text/enriched,4705,4705,0.0004
CC-MAIN-2016-26,text/html,1198156764,1198156764,96.8743
CC-MAIN-2016-26,text/javascript,12324,12324,0.0010
CC-MAIN-2016-26,text/pdf,37638,37638,0.0030
CC-MAIN-2016-26,text/plain,2446487,2446487,0.1978
CC-MAIN-2016-26,text/prs.lines.tag,64,64,0.0000
CC-MAIN-2016-26,text/tab-separated-values,43608,43608,0.0035
CC-MAIN-2016-26,text/turtle,1081,1081,0.0001
CC-MAIN-2016-26,text/vcard,1679,1679,0.0001
CC-MAIN-2016-26,text/x-bibtex,22857,22857,0.0018
CC-MAIN-2016-26,text/x-c,3676,3676,0.0003
CC-MAIN-2016-26,text/x-csrc,17092,17092,0.0014
CC-MAIN-2016-26,text/x-diff,8508,8508,0.0007
CC-MAIN-2016-26,text/x-patch,87310,87310,0.0071
CC-MAIN-2016-26,text/x-perl,23742,23742,0.0019
CC-MAIN-2016-26,text/x-vcalendar,41304,41304,0.0033
CC-MAIN-2016-26,text/x-vcard,30340,30340,0.0025
CC-MAIN-2016-26,text/xml,3266988,3266988,0.2641
CC-MAIN-2016-26,unknown/unknown,2219,2219,0.0002
CC-MAIN-2016-26,video/mp4,27184,27184,0.0022
CC-MAIN-2016-26,video/webm,7444,7444,0.0006
CC-MAIN-2016-26,video/x-ms-asf,248554,248554,0.0201
CC-MAIN-2016-30,<other>,2441653,2347865,0.1405
CC-MAIN-2016-30,application/atom+xml,1788425,1775938,0.1029
CC-MAIN-2016-30,application/download,40564,39572,0.0023
CC-MAIN-2016-30,application/epub+zip,33945,32912,0.0020
CC-MAIN-2016-30,application/force-download,19975,19445,0.0011
CC-MAIN-2016-30,application/javascript,916,865,0.0001
CC-MAIN-2016-30,application/json,416939,397107,0.0240
CC-MAIN-2016-30,application/ld+json,9827,9827,0.0006
CC-MAIN-2016-30,application/marc,16661,16661,0.0010
CC-MAIN-2016-30,application/msword,96041,92203,0.0055
CC-MAIN-2016-30,application/octet-stream,2423927,2391470,0.1395
CC-MAIN-2016-30,application/octetstream,15512,15485,0.0009
CC-MAIN-2016-30,application/pdf,3940996,3797986,0.2268
CC-MAIN-2016-30,application/pgp-encrypted,70929,70918,0.0041
CC-MAIN-2016-30,application/pgp-signature,21648,20498,0.0012
CC-MAIN-2016-30,application/postscript,8945,8782,0.0005
CC-MAIN-2016-30,application/rdf+xml,84246,83681,0.0048
CC-MAIN-2016-30,application/rss+xml,5666218,5409178,0.3261
CC-MAIN-2016-30,application/rtf,2306,2290,0.0001
CC-MAIN-2016-30,application/save-to-disk,5136,5136,0.0003
CC-MAIN-2016-30,application/text,16645,16310,0.0010
CC-MAIN-2016-30,application/unknown,2958,2934,0.0002
CC-MAIN-2016-30,application/vnd.android.package-archive,1590,1565,0.0001
CC-MAIN-2016-30,application/vnd.google-earth.kml+xml,158179,157827,0.0091
CC-MAIN-2016-30,application/vnd.google-earth.kmz,39249,39035,0.0023
CC-MAIN-2016-30,application/vnd.ms-excel,65412,64251,0.0038
CC-MAIN-2016-30,application/vnd.ms-powerpoint,23192,21794,0.0013
CC-MAIN-2016-30,application/vnd.ms-word,13345,13256,0.0008
CC-MAIN-2016-30,application/vnd.oasis.opendocument.text,1855,1785,0.0001
CC-MAIN-2016-30,application/vnd.openxmlformats-officedocument.presentationml.presentation,4298,4082,0.0002
CC-MAIN-2016-30,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,6770,6297,0.0004
CC-MAIN-2016-30,application/vnd.openxmlformats-officedocument.wordprocessingml.document,25479,23850,0.0015
CC-MAIN-2016-30,application/vnd.wap.xhtml+xml,44345,44224,0.0026
CC-MAIN-2016-30,application/x-bibtex,25132,25132,0.0014
CC-MAIN-2016-30,application/x-bittorrent,874,868,0.0001
CC-MAIN-2016-30,application/x-bzip2,2406,2385,0.0001
CC-MAIN-2016-30,application/x-debian-package,25492,25453,0.0015
CC-MAIN-2016-30,application/x-download,11441,11415,0.0007
CC-MAIN-2016-30,application/x-endnote-refer,32958,32558,0.0019
CC-MAIN-2016-30,application/x-gzip,12118,11893,0.0007
CC-MAIN-2016-30,application/x-httpd-php,37105,36923,0.0021
CC-MAIN-2016-30,application/x-java-jnlp-file,9928,9893,0.0006
CC-MAIN-2016-30,application/x-javascript,16310,16293,0.0009
CC-MAIN-2016-30,application/x-json,95,95,0.0000
CC-MAIN-2016-30,application/x-mobipocket-ebook,8436,7680,0.0005
CC-MAIN-2016-30,application/x-msdownload,9906,9773,0.0006
CC-MAIN-2016-30,application/x-netcdf,11775,11771,0.0007
CC-MAIN-2016-30,application/x-rar-compressed,2291,2291,0.0001
CC-MAIN-2016-30,application/x-research-info-systems,64046,63277,0.0037
CC-MAIN-2016-30,application/x-shockwave-flash,53790,53654,0.0031
CC-MAIN-2016-30,application/x-tar,8527,8480,0.0005
CC-MAIN-2016-30,application/x-tex,16031,15938,0.0009
CC-MAIN-2016-30,application/x-troff-man,35703,31059,0.0021
CC-MAIN-2016-30,application/x-zip-compressed,22760,22577,0.0013
CC-MAIN-2016-30,application/xhtml+xml,1231960,1198924,0.0709
CC-MAIN-2016-30,application/xml,1298621,1272622,0.0747
CC-MAIN-2016-30,application/zip,140247,138930,0.0081
CC-MAIN-2016-30,audio/mp3,11018,10949,0.0006
CC-MAIN-2016-30,audio/mpeg,108859,101353,0.0063
CC-MAIN-2016-30,audio/x-mpegurl,41762,40354,0.0024
CC-MAIN-2016-30,audio/x-pn-realaudio,12201,11907,0.0007
CC-MAIN-2016-30,audio/x-scpls,70295,70150,0.0040
CC-MAIN-2016-30,audio/x-wav,143800,143789,0.0083
CC-MAIN-2016-30,binary/octet-stream,9147,8627,0.0005
CC-MAIN-2016-30,image/gif,1034362,1032898,0.0595
CC-MAIN-2016-30,image/jp2,31757,31307,0.0018
CC-MAIN-2016-30,image/jpeg,9801292,9714824,0.5642
CC-MAIN-2016-30,image/jpg,124186,123968,0.0071
CC-MAIN-2016-30,image/pjpeg,33928,32442,0.0020
CC-MAIN-2016-30,image/png,4411402,4408019,0.2539
CC-MAIN-2016-30,image/svg+xml,647,624,0.0000
CC-MAIN-2016-30,image/tiff,54098,52282,0.0031
CC-MAIN-2016-30,image/vnd.djvu,6015,5972,0.0003
CC-MAIN-2016-30,image/webp,80,80,0.0000
CC-MAIN-2016-30,message/rfc822,14714,14496,0.0008
CC-MAIN-2016-30,text/calendar,992801,971741,0.0571
CC-MAIN-2016-30,text/css,754,742,0.0000
CC-MAIN-2016-30,text/csv,116234,113088,0.0067
CC-MAIN-2016-30,text/directory,5778,5405,0.0003
CC-MAIN-2016-30,text/enriched,8437,8408,0.0005
CC-MAIN-2016-30,text/html,1692068745,1588170343,97.3952
CC-MAIN-2016-30,text/javascript,16746,16601,0.0010
CC-MAIN-2016-30,text/pdf,37831,37831,0.0022
CC-MAIN-2016-30,text/plain,2955773,2874440,0.1701
CC-MAIN-2016-30,text/prs.lines.tag,70,70,0.0000
CC-MAIN-2016-30,text/tab-separated-values,68273,65198,0.0039
CC-MAIN-2016-30,text/turtle,11369,11095,0.0007
CC-MAIN-2016-30,text/vcard,2267,1779,0.0001
CC-MAIN-2016-30,text/x-bibtex,23305,23299,0.0013
CC-MAIN-2016-30,text/x-c,4171,4053,0.0002
CC-MAIN-2016-30,text/x-csrc,18319,18251,0.0011
CC-MAIN-2016-30,text/x-diff,15750,15458,0.0009
CC-MAIN-2016-30,text/x-patch,103968,103472,0.0060
CC-MAIN-2016-30,text/x-perl,22421,22406,0.0013
CC-MAIN-2016-30,text/x-vcalendar,45063,44151,0.0026
CC-MAIN-2016-30,text/x-vcard,37470,36220,0.0022
CC-MAIN-2016-30,text/xml,3690109,3620001,0.2124
CC-MAIN-2016-30,unknown/unknown,255968,222995,0.0147
CC-MAIN-2016-30,video/mp4,33794,33727,0.0019
CC-MAIN-2016-30,video/webm,9634,9016,0.0006
CC-MAIN-2016-30,video/x-ms-asf,281613,278430,0.0162
CC-MAIN-2016-36,<other>,2472502,2374085,0.1534
CC-MAIN-2016-36,application/atom+xml,1791851,1787078,0.1112
CC-MAIN-2016-36,application/download,24381,24354,0.0015
CC-MAIN-2016-36,application/epub+zip,32503,32480,0.0020
CC-MAIN-2016-36,application/force-download,16588,16566,0.0010
CC-MAIN-2016-36,application/javascript,888,887,0.0001
CC-MAIN-2016-36,application/json,318696,318209,0.0198
CC-MAIN-2016-36,application/ld+json,39609,39609,0.0025
CC-MAIN-2016-36,application/marc,18395,18395,0.0011
CC-MAIN-2016-36,application/msword,85650,84870,0.0053
CC-MAIN-2016-36,application/octet-stream,2417285,2415603,0.1500
CC-MAIN-2016-36,application/octetstream,15674,15671,0.0010
CC-MAIN-2016-36,application/pdf,3579276,3551400,0.2221
CC-MAIN-2016-36,application/pgp-encrypted,71161,71161,0.0044
CC-MAIN-2016-36,application/pgp-signature,18463,18448,0.0011
CC-MAIN-2016-36,application/postscript,8688,8676,0.0005
CC-MAIN-2016-36,application/rdf+xml,112495,112454,0.0070
CC-MAIN-2016-36,application/rss+xml,5391858,5338147,0.3346
CC-MAIN-2016-36,application/rtf,2178,2170,0.0001
CC-MAIN-2016-36,application/save-to-disk,5059,5059,0.0003
CC-MAIN-2016-36,application/text,18584,18573,0.0012
CC-MAIN-2016-36,application/unknown,2895,2893,0.0002
CC-MAIN-2016-36,application/vnd.android.package-archive,1182,1178,0.0001
CC-MAIN-2016-36,application/vnd.google-earth.kml+xml,162682,162652,0.0101
CC-MAIN-2016-36,application/vnd.google-earth.kmz,38715,38684,0.0024
CC-MAIN-2016-36,application/vnd.ms-excel,63701,63603,0.0040
CC-MAIN-2016-36,application/vnd.ms-powerpoint,19058,18662,0.0012
CC-MAIN-2016-36,application/vnd.ms-word,13735,13733,0.0009
CC-MAIN-2016-36,application/vnd.oasis.opendocument.text,1709,1704,0.0001
CC-MAIN-2016-36,application/vnd.openxmlformats-officedocument.presentationml.presentation,3716,3702,0.0002
CC-MAIN-2016-36,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,5880,5867,0.0004
CC-MAIN-2016-36,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21500,21423,0.0013
CC-MAIN-2016-36,application/vnd.wap.xhtml+xml,44657,44630,0.0028
CC-MAIN-2016-36,application/x-bibtex,23672,23672,0.0015
CC-MAIN-2016-36,application/x-bittorrent,879,879,0.0001
CC-MAIN-2016-36,application/x-bzip2,2760,2697,0.0002
CC-MAIN-2016-36,application/x-debian-package,24463,24441,0.0015
CC-MAIN-2016-36,application/x-download,10956,10956,0.0007
CC-MAIN-2016-36,application/x-endnote-refer,37191,37177,0.0023
CC-MAIN-2016-36,application/x-gzip,13718,13137,0.0009
CC-MAIN-2016-36,application/x-httpd-php,38525,38429,0.0024
CC-MAIN-2016-36,application/x-java-jnlp-file,9485,9471,0.0006
CC-MAIN-2016-36,application/x-javascript,12895,12894,0.0008
CC-MAIN-2016-36,application/x-json,94,94,0.0000
CC-MAIN-2016-36,application/x-mobipocket-ebook,7819,7804,0.0005
CC-MAIN-2016-36,application/x-msdownload,9017,8970,0.0006
CC-MAIN-2016-36,application/x-netcdf,11886,11886,0.0007
CC-MAIN-2016-36,application/x-rar-compressed,2265,2265,0.0001
CC-MAIN-2016-36,application/x-research-info-systems,40952,40948,0.0025
CC-MAIN-2016-36,application/x-shockwave-flash,16191,16110,0.0010
CC-MAIN-2016-36,application/x-tar,8161,8030,0.0005
CC-MAIN-2016-36,application/x-tex,15852,15852,0.0010
CC-MAIN-2016-36,application/x-troff-man,36888,32813,0.0023
CC-MAIN-2016-36,application/x-zip-compressed,22931,22875,0.0014
CC-MAIN-2016-36,application/xhtml+xml,1175101,1161656,0.0729
CC-MAIN-2016-36,application/xml,1217035,1210679,0.0755
CC-MAIN-2016-36,application/zip,151530,151304,0.0094
CC-MAIN-2016-36,audio/mp3,10387,10386,0.0006
CC-MAIN-2016-36,audio/mpeg,96522,95063,0.0060
CC-MAIN-2016-36,audio/x-mpegurl,42192,42184,0.0026
CC-MAIN-2016-36,audio/x-pn-realaudio,11948,11732,0.0007
CC-MAIN-2016-36,audio/x-scpls,70134,70115,0.0044
CC-MAIN-2016-36,audio/x-wav,131728,131728,0.0082
CC-MAIN-2016-36,binary/octet-stream,8875,8658,0.0006
CC-MAIN-2016-36,image/gif,924423,923916,0.0574
CC-MAIN-2016-36,image/jp2,38833,38822,0.0024
CC-MAIN-2016-36,image/jpeg,9441245,9431637,0.5858
CC-MAIN-2016-36,image/jpg,123228,123190,0.0076
CC-MAIN-2016-36,image/pjpeg,32028,32002,0.0020
CC-MAIN-2016-36,image/png,4341831,4340668,0.2694
CC-MAIN-2016-36,image/svg+xml,681,661,0.0000
CC-MAIN-2016-36,image/tiff,42940,42904,0.0027
CC-MAIN-2016-36,image/vnd.djvu,6907,6907,0.0004
CC-MAIN-2016-36,image/webp,82,82,0.0000
CC-MAIN-2016-36,message/rfc822,15385,15361,0.0010
CC-MAIN-2016-36,text/calendar,941912,940235,0.0584
CC-MAIN-2016-36,text/css,754,747,0.0000
CC-MAIN-2016-36,text/csv,82920,82865,0.0051
CC-MAIN-2016-36,text/directory,4970,4798,0.0003
CC-MAIN-2016-36,text/enriched,8038,8034,0.0005
CC-MAIN-2016-36,text/html,1568091931,1515332924,97.2995
CC-MAIN-2016-36,text/javascript,15229,15221,0.0009
CC-MAIN-2016-36,text/pdf,38250,38250,0.0024
CC-MAIN-2016-36,text/plain,3042489,3013757,0.1888
CC-MAIN-2016-36,text/prs.lines.tag,66,66,0.0000
CC-MAIN-2016-36,text/tab-separated-values,64159,64116,0.0040
CC-MAIN-2016-36,text/turtle,40836,40836,0.0025
CC-MAIN-2016-36,text/vcard,1766,1747,0.0001
CC-MAIN-2016-36,text/x-bibtex,23449,23395,0.0015
CC-MAIN-2016-36,text/x-c,2217,2212,0.0001
CC-MAIN-2016-36,text/x-csrc,17001,16990,0.0011
CC-MAIN-2016-36,text/x-diff,16279,16270,0.0010
CC-MAIN-2016-36,text/x-patch,104471,104465,0.0065
CC-MAIN-2016-36,text/x-perl,22969,22963,0.0014
CC-MAIN-2016-36,text/x-vcalendar,44019,43490,0.0027
CC-MAIN-2016-36,text/x-vcard,34413,34371,0.0021
CC-MAIN-2016-36,text/xml,3369795,3354326,0.2091
CC-MAIN-2016-36,unknown/unknown,245875,219041,0.0153
CC-MAIN-2016-36,video/mp4,33599,33510,0.0021
CC-MAIN-2016-36,video/webm,9324,9322,0.0006
CC-MAIN-2016-36,video/x-ms-asf,305510,305423,0.0190
CC-MAIN-2016-40,<other>,2458352,2446364,0.1427
CC-MAIN-2016-40,application/atom+xml,1777111,1775982,0.1032
CC-MAIN-2016-40,application/download,21351,20952,0.0012
CC-MAIN-2016-40,application/epub+zip,33240,33164,0.0019
CC-MAIN-2016-40,application/force-download,15439,15423,0.0009
