crawl,mimetype,pages,urls,%pages/crawl
CC-MAIN-2018-05,application/x-bzip2,3973,3972,0.0001
CC-MAIN-2018-05,application/x-debian-package,7944,7943,0.0002
CC-MAIN-2018-05,application/x-download,27820,27753,0.0008
CC-MAIN-2018-05,application/x-endnote-refer,27363,27359,0.0008
CC-MAIN-2018-05,application/x-gzip,18798,18749,0.0005
CC-MAIN-2018-05,application/x-httpd-php,38919,38828,0.0011
CC-MAIN-2018-05,application/x-java-jnlp-file,4249,4245,0.0001
CC-MAIN-2018-05,application/x-javascript,4840,4836,0.0001
CC-MAIN-2018-05,application/x-json,7,7,0.0000
CC-MAIN-2018-05,application/x-mobipocket-ebook,9476,9469,0.0003
CC-MAIN-2018-05,application/x-msdownload,10197,10004,0.0003
CC-MAIN-2018-05,application/x-netcdf,4510,4510,0.0001
CC-MAIN-2018-05,application/x-rar-compressed,8967,8838,0.0003
CC-MAIN-2018-05,application/x-research-info-systems,50008,50004,0.0014
CC-MAIN-2018-05,application/x-shockwave-flash,35767,35696,0.0010
CC-MAIN-2018-05,application/x-tar,7860,7856,0.0002
CC-MAIN-2018-05,application/x-tex,10211,10201,0.0003
CC-MAIN-2018-05,application/x-troff-man,12428,12419,0.0004
CC-MAIN-2018-05,application/x-zip-compressed,26202,26140,0.0008
CC-MAIN-2018-05,application/xhtml+xml,747172,742434,0.0216
CC-MAIN-2018-05,application/xml,1189329,1187611,0.0343
CC-MAIN-2018-05,application/zip,168177,154251,0.0049
CC-MAIN-2018-05,audio/mp3,12042,12009,0.0003
CC-MAIN-2018-05,audio/mpeg,162486,160450,0.0047
CC-MAIN-2018-05,audio/x-mpegurl,77121,77088,0.0022
CC-MAIN-2018-05,audio/x-pn-realaudio,12414,12393,0.0004
CC-MAIN-2018-05,audio/x-scpls,8700,8675,0.0003
CC-MAIN-2018-05,audio/x-wav,26436,26431,0.0008
CC-MAIN-2018-05,binary/octet-stream,11142,11118,0.0003
CC-MAIN-2018-05,image/gif,760190,758610,0.0219
CC-MAIN-2018-05,image/jp2,3189,3189,0.0001
CC-MAIN-2018-05,image/jpeg,60878281,60078272,1.7572
CC-MAIN-2018-05,image/jpg,309841,309821,0.0089
CC-MAIN-2018-05,image/pjpeg,49945,49912,0.0014
CC-MAIN-2018-05,image/png,7252717,7243689,0.2093
CC-MAIN-2018-05,image/svg+xml,89355,89271,0.0026
CC-MAIN-2018-05,image/tiff,18264,18255,0.0005
CC-MAIN-2018-05,image/vnd.djvu,19404,19398,0.0006
CC-MAIN-2018-05,image/webp,25760,25760,0.0007
CC-MAIN-2018-05,message/rfc822,13158,13150,0.0004
CC-MAIN-2018-05,text/calendar,533931,533591,0.0154
CC-MAIN-2018-05,text/css,6294,6285,0.0002
CC-MAIN-2018-05,text/csv,46276,46251,0.0013
CC-MAIN-2018-05,text/directory,6900,6893,0.0002
CC-MAIN-2018-05,text/enriched,4045,4045,0.0001
CC-MAIN-2018-05,text/html,3341202641,3310679978,96.4401
CC-MAIN-2018-05,text/javascript,10299,10291,0.0003
CC-MAIN-2018-05,text/pdf,16358,16358,0.0005
CC-MAIN-2018-05,text/plain,2676011,2672717,0.0772
CC-MAIN-2018-05,text/prs.lines.tag,7323,7323,0.0002
CC-MAIN-2018-05,text/tab-separated-values,36575,36575,0.0011
CC-MAIN-2018-05,text/turtle,15524,15509,0.0004
CC-MAIN-2018-05,text/vcard,6497,6488,0.0002
CC-MAIN-2018-05,text/x-bibtex,7757,7754,0.0002
CC-MAIN-2018-05,text/x-c,8476,8472,0.0002
CC-MAIN-2018-05,text/x-csrc,9864,9861,0.0003
CC-MAIN-2018-05,text/x-diff,15816,15814,0.0005
CC-MAIN-2018-05,text/x-patch,80590,80590,0.0023
CC-MAIN-2018-05,text/x-perl,5791,5780,0.0002
CC-MAIN-2018-05,text/x-vcalendar,28120,28102,0.0008
CC-MAIN-2018-05,text/x-vcard,37091,37064,0.0011
CC-MAIN-2018-05,text/xml,3220119,3209650,0.0929
CC-MAIN-2018-05,unknown/unknown,43283,43219,0.0012
CC-MAIN-2018-05,video/mp4,34334,34004,0.0010
CC-MAIN-2018-05,video/webm,67575,67388,0.0020
CC-MAIN-2018-05,video/x-ms-asf,44523,44511,0.0013
CC-MAIN-2018-09,<other>,2516322,2398950,0.0721
CC-MAIN-2018-09,application/atom+xml,6265656,6264609,0.1796
CC-MAIN-2018-09,application/download,57094,57051,0.0016
CC-MAIN-2018-09,application/epub+zip,24798,24363,0.0007
CC-MAIN-2018-09,application/force-download,109513,109325,0.0031
CC-MAIN-2018-09,application/javascript,11305,11288,0.0003
CC-MAIN-2018-09,application/json,222998,222777,0.0064
CC-MAIN-2018-09,application/ld+json,18604,18604,0.0005
CC-MAIN-2018-09,application/marc,13584,13584,0.0004
CC-MAIN-2018-09,application/msword,130307,129914,0.0037
CC-MAIN-2018-09,application/octet-stream,955465,952893,0.0274
CC-MAIN-2018-09,application/octetstream,7686,7679,0.0002
CC-MAIN-2018-09,application/pdf,21153171,21080085,0.6064
CC-MAIN-2018-09,application/pgp-encrypted,1679,1679,0.0000
CC-MAIN-2018-09,application/pgp-signature,17343,17340,0.0005
CC-MAIN-2018-09,application/postscript,15567,15552,0.0004
CC-MAIN-2018-09,application/rdf+xml,86209,86178,0.0025
CC-MAIN-2018-09,application/rss+xml,3629596,3619591,0.1040
CC-MAIN-2018-09,application/rtf,11249,11230,0.0003
CC-MAIN-2018-09,application/text,7915,7915,0.0002
CC-MAIN-2018-09,application/unknown,9028,9015,0.0003
CC-MAIN-2018-09,application/vnd.android.package-archive,47909,47616,0.0014
CC-MAIN-2018-09,application/vnd.google-earth.kml+xml,74790,74758,0.0021
CC-MAIN-2018-09,application/vnd.google-earth.kmz,11635,11617,0.0003
CC-MAIN-2018-09,application/vnd.ms-excel,32090,31896,0.0009
CC-MAIN-2018-09,application/vnd.ms-powerpoint,16884,16849,0.0005
CC-MAIN-2018-09,application/vnd.ms-word,4639,4638,0.0001
CC-MAIN-2018-09,application/vnd.oasis.opendocument.text,10582,10569,0.0003
CC-MAIN-2018-09,application/vnd.openxmlformats-officedocument.presentationml.presentation,8876,8843,0.0003
CC-MAIN-2018-09,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19917,19665,0.0006
CC-MAIN-2018-09,application/vnd.openxmlformats-officedocument.wordprocessingml.document,46547,46158,0.0013
CC-MAIN-2018-09,application/vnd.wap.xhtml+xml,25785,25675,0.0007
CC-MAIN-2018-09,application/x-bibtex,13636,13635,0.0004
CC-MAIN-2018-09,application/x-bittorrent,9014,8724,0.0003
CC-MAIN-2018-09,application/x-bzip2,2420,2410,0.0001
CC-MAIN-2018-09,application/x-debian-package,358,358,0.0000
CC-MAIN-2018-09,application/x-download,23398,23292,0.0007
CC-MAIN-2018-09,application/x-endnote-refer,12951,12949,0.0004
CC-MAIN-2018-09,application/x-gzip,10361,10330,0.0003
CC-MAIN-2018-09,application/x-httpd-php,21468,21391,0.0006
CC-MAIN-2018-09,application/x-java-jnlp-file,1876,1871,0.0001
CC-MAIN-2018-09,application/x-javascript,4758,4746,0.0001
CC-MAIN-2018-09,application/x-json,3,3,0.0000
CC-MAIN-2018-09,application/x-mobipocket-ebook,3716,3678,0.0001
CC-MAIN-2018-09,application/x-msdownload,6441,6255,0.0002
CC-MAIN-2018-09,application/x-netcdf,1456,1456,0.0000
CC-MAIN-2018-09,application/x-rar-compressed,5249,5226,0.0002
CC-MAIN-2018-09,application/x-research-info-systems,35815,35814,0.0010
CC-MAIN-2018-09,application/x-shockwave-flash,15755,15663,0.0005
CC-MAIN-2018-09,application/x-tar,10189,10186,0.0003
CC-MAIN-2018-09,application/x-tex,3247,3246,0.0001
CC-MAIN-2018-09,application/x-troff-man,2482,2482,0.0001
CC-MAIN-2018-09,application/x-zip-compressed,8225,8129,0.0002
CC-MAIN-2018-09,application/xhtml+xml,1133732,1123336,0.0325
CC-MAIN-2018-09,application/xml,1056388,1054516,0.0303
CC-MAIN-2018-09,application/zip,74846,73429,0.0021
CC-MAIN-2018-09,audio/mp3,7136,7117,0.0002
CC-MAIN-2018-09,audio/mpeg,123690,122406,0.0035
CC-MAIN-2018-09,audio/x-mpegurl,40911,40881,0.0012
CC-MAIN-2018-09,audio/x-pn-realaudio,1334,1333,0.0000
CC-MAIN-2018-09,audio/x-scpls,5802,5778,0.0002
CC-MAIN-2018-09,audio/x-wav,14392,14390,0.0004
CC-MAIN-2018-09,binary/octet-stream,11337,11324,0.0003
CC-MAIN-2018-09,image/gif,781397,777707,0.0224
CC-MAIN-2018-09,image/jp2,2850,2849,0.0001
CC-MAIN-2018-09,image/jpeg,63792488,62756839,1.8287
CC-MAIN-2018-09,image/jpg,588412,588380,0.0169
CC-MAIN-2018-09,image/pjpeg,27159,27091,0.0008
CC-MAIN-2018-09,image/png,7529850,7501523,0.2159
CC-MAIN-2018-09,image/svg+xml,90983,90865,0.0026
CC-MAIN-2018-09,image/tiff,8622,8616,0.0002
CC-MAIN-2018-09,image/vnd.djvu,8096,8090,0.0002
CC-MAIN-2018-09,image/webp,11492,11491,0.0003
CC-MAIN-2018-09,message/rfc822,4532,4531,0.0001
CC-MAIN-2018-09,text/calendar,519762,519186,0.0149
CC-MAIN-2018-09,text/css,6578,6571,0.0002
CC-MAIN-2018-09,text/csv,13121,13110,0.0004
CC-MAIN-2018-09,text/directory,6506,6506,0.0002
CC-MAIN-2018-09,text/enriched,2345,2345,0.0001
CC-MAIN-2018-09,text/html,3372339966,3342955157,96.6712
CC-MAIN-2018-09,text/javascript,11474,11465,0.0003
CC-MAIN-2018-09,text/pdf,18303,18300,0.0005
CC-MAIN-2018-09,text/plain,1097980,1096076,0.0315
CC-MAIN-2018-09,text/prs.lines.tag,573,573,0.0000
CC-MAIN-2018-09,text/tab-separated-values,4107,4106,0.0001
CC-MAIN-2018-09,text/turtle,20102,20075,0.0006
CC-MAIN-2018-09,text/vcard,6032,6032,0.0002
CC-MAIN-2018-09,text/x-bibtex,2991,2989,0.0001
CC-MAIN-2018-09,text/x-c,2698,2696,0.0001
CC-MAIN-2018-09,text/x-csrc,2240,2239,0.0001
CC-MAIN-2018-09,text/x-diff,5653,5652,0.0002
CC-MAIN-2018-09,text/x-patch,12926,12925,0.0004
CC-MAIN-2018-09,text/x-perl,3419,3402,0.0001
CC-MAIN-2018-09,text/x-vcalendar,17589,17583,0.0005
CC-MAIN-2018-09,text/x-vcard,33752,33717,0.0010
CC-MAIN-2018-09,text/xml,3132954,3121825,0.0898
CC-MAIN-2018-09,unknown/unknown,44547,44483,0.0013
CC-MAIN-2018-09,video/mp4,24034,23885,0.0007
CC-MAIN-2018-09,video/webm,47631,47522,0.0014
CC-MAIN-2018-09,video/x-ms-asf,13026,12990,0.0004
CC-MAIN-2018-13,<other>,2505414,2307789,0.0775
CC-MAIN-2018-13,application/atom+xml,11677596,11676293,0.3612
CC-MAIN-2018-13,application/download,43213,43187,0.0013
CC-MAIN-2018-13,application/epub+zip,25621,25465,0.0008
CC-MAIN-2018-13,application/force-download,101129,101055,0.0031
CC-MAIN-2018-13,application/javascript,15646,15438,0.0005
CC-MAIN-2018-13,application/json,224460,223466,0.0069
CC-MAIN-2018-13,application/ld+json,6776,6776,0.0002
CC-MAIN-2018-13,application/marc,9359,9359,0.0003
CC-MAIN-2018-13,application/msword,103176,102718,0.0032
CC-MAIN-2018-13,application/octet-stream,820503,818486,0.0254
CC-MAIN-2018-13,application/octetstream,8102,8060,0.0003
CC-MAIN-2018-13,application/pdf,16682020,16621176,0.5160
CC-MAIN-2018-13,application/pgp-encrypted,1615,1614,0.0000
CC-MAIN-2018-13,application/pgp-signature,10317,10316,0.0003
CC-MAIN-2018-13,application/postscript,22739,22689,0.0007
CC-MAIN-2018-13,application/rdf+xml,64845,64807,0.0020
CC-MAIN-2018-13,application/rss+xml,2951798,2942070,0.0913
CC-MAIN-2018-13,application/rtf,8492,8484,0.0003
CC-MAIN-2018-13,application/text,8434,8434,0.0003
CC-MAIN-2018-13,application/unknown,7813,7806,0.0002
CC-MAIN-2018-13,application/vnd.android.package-archive,40195,40076,0.0012
CC-MAIN-2018-13,application/vnd.google-earth.kml+xml,59741,59659,0.0018
CC-MAIN-2018-13,application/vnd.google-earth.kmz,7627,7605,0.0002
CC-MAIN-2018-13,application/vnd.ms-excel,34186,33985,0.0011
CC-MAIN-2018-13,application/vnd.ms-powerpoint,13566,13535,0.0004
CC-MAIN-2018-13,application/vnd.ms-word,3647,3640,0.0001
CC-MAIN-2018-13,application/vnd.oasis.opendocument.text,7262,7220,0.0002
CC-MAIN-2018-13,application/vnd.openxmlformats-officedocument.presentationml.presentation,5638,5628,0.0002
CC-MAIN-2018-13,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,13450,13340,0.0004
CC-MAIN-2018-13,application/vnd.openxmlformats-officedocument.wordprocessingml.document,38568,38178,0.0012
CC-MAIN-2018-13,application/vnd.wap.xhtml+xml,21056,21023,0.0007
CC-MAIN-2018-13,application/x-bibtex,10049,10049,0.0003
CC-MAIN-2018-13,application/x-bittorrent,9360,9068,0.0003
CC-MAIN-2018-13,application/x-bzip2,990,987,0.0000
CC-MAIN-2018-13,application/x-debian-package,693,693,0.0000
CC-MAIN-2018-13,application/x-download,23432,23380,0.0007
CC-MAIN-2018-13,application/x-endnote-refer,14967,14963,0.0005
CC-MAIN-2018-13,application/x-gzip,11209,11179,0.0003
CC-MAIN-2018-13,application/x-httpd-php,15807,15741,0.0005
CC-MAIN-2018-13,application/x-java-jnlp-file,3768,3760,0.0001
CC-MAIN-2018-13,application/x-javascript,6286,6235,0.0002
CC-MAIN-2018-13,application/x-json,15,15,0.0000
CC-MAIN-2018-13,application/x-mobipocket-ebook,3895,3866,0.0001
CC-MAIN-2018-13,application/x-msdownload,8112,7970,0.0003
CC-MAIN-2018-13,application/x-netcdf,548,546,0.0000
CC-MAIN-2018-13,application/x-rar-compressed,5087,5073,0.0002
CC-MAIN-2018-13,application/x-research-info-systems,30763,30754,0.0010
CC-MAIN-2018-13,application/x-shockwave-flash,26300,25990,0.0008
CC-MAIN-2018-13,application/x-tar,3291,3278,0.0001
CC-MAIN-2018-13,application/x-tex,6391,6385,0.0002
CC-MAIN-2018-13,application/x-troff-man,2441,2434,0.0001
CC-MAIN-2018-13,application/x-zip-compressed,8334,8299,0.0003
CC-MAIN-2018-13,application/xhtml+xml,1011991,999799,0.0313
CC-MAIN-2018-13,application/xml,920908,919278,0.0285
CC-MAIN-2018-13,application/zip,85158,81747,0.0026
CC-MAIN-2018-13,audio/mp3,5557,5519,0.0002
CC-MAIN-2018-13,audio/mpeg,113378,112376,0.0035
CC-MAIN-2018-13,audio/x-mpegurl,50198,50149,0.0016
CC-MAIN-2018-13,audio/x-pn-realaudio,2255,2250,0.0001
CC-MAIN-2018-13,audio/x-scpls,7032,6984,0.0002
CC-MAIN-2018-13,audio/x-wav,12825,12823,0.0004
CC-MAIN-2018-13,binary/octet-stream,10044,10023,0.0003
CC-MAIN-2018-13,image/gif,725633,718221,0.0224
CC-MAIN-2018-13,image/jp2,33126,33061,0.0010
CC-MAIN-2018-13,image/jpeg,65578372,62885192,2.0286
CC-MAIN-2018-13,image/jpg,416226,416154,0.0129
CC-MAIN-2018-13,image/pjpeg,23895,23010,0.0007
CC-MAIN-2018-13,image/png,6832185,6788127,0.2113
CC-MAIN-2018-13,image/svg+xml,65270,65111,0.0020
CC-MAIN-2018-13,image/tiff,8722,8709,0.0003
CC-MAIN-2018-13,image/vnd.djvu,8160,8159,0.0003
CC-MAIN-2018-13,image/webp,7185,7183,0.0002
CC-MAIN-2018-13,message/rfc822,4218,4217,0.0001
CC-MAIN-2018-13,text/calendar,428724,428407,0.0133
CC-MAIN-2018-13,text/css,8240,8228,0.0003
CC-MAIN-2018-13,text/csv,20299,20191,0.0006
CC-MAIN-2018-13,text/directory,5800,5799,0.0002
CC-MAIN-2018-13,text/enriched,3394,3394,0.0001
CC-MAIN-2018-13,text/html,3116608332,3085577352,96.4077
CC-MAIN-2018-13,text/javascript,8827,8815,0.0003
CC-MAIN-2018-13,text/pdf,12351,12351,0.0004
CC-MAIN-2018-13,text/plain,1010596,1007312,0.0313
CC-MAIN-2018-13,text/prs.lines.tag,2536,2536,0.0001
CC-MAIN-2018-13,text/tab-separated-values,8746,8746,0.0003
CC-MAIN-2018-13,text/turtle,9048,9040,0.0003
CC-MAIN-2018-13,text/vcard,4435,4407,0.0001
CC-MAIN-2018-13,text/x-bibtex,4935,4843,0.0002
CC-MAIN-2018-13,text/x-c,3548,3544,0.0001
CC-MAIN-2018-13,text/x-csrc,2280,2279,0.0001
CC-MAIN-2018-13,text/x-diff,10977,10961,0.0003
CC-MAIN-2018-13,text/x-patch,3596,3594,0.0001
CC-MAIN-2018-13,text/x-perl,6489,6473,0.0002
CC-MAIN-2018-13,text/x-vcalendar,18685,18681,0.0006
CC-MAIN-2018-13,text/x-vcard,23322,23284,0.0007
CC-MAIN-2018-13,text/xml,2774625,2755923,0.0858
CC-MAIN-2018-13,unknown/unknown,21570,21529,0.0007
CC-MAIN-2018-13,video/mp4,25270,25135,0.0008
CC-MAIN-2018-13,video/webm,32259,32217,0.0010
CC-MAIN-2018-13,video/x-ms-asf,21054,21005,0.0007
CC-MAIN-2018-17,<other>,2436387,2233237,0.0786
CC-MAIN-2018-17,application/atom+xml,5210591,5209545,0.1680
CC-MAIN-2018-17,application/download,50431,50395,0.0016
CC-MAIN-2018-17,application/epub+zip,12417,12292,0.0004
CC-MAIN-2018-17,application/force-download,97542,97511,0.0031
CC-MAIN-2018-17,application/javascript,10158,10138,0.0003
CC-MAIN-2018-17,application/json,184247,184137,0.0059
CC-MAIN-2018-17,application/ld+json,21227,21227,0.0007
CC-MAIN-2018-17,application/marc,18336,18336,0.0006
CC-MAIN-2018-17,application/msword,108942,108553,0.0035
CC-MAIN-2018-17,application/octet-stream,741851,740666,0.0239
CC-MAIN-2018-17,application/octetstream,7945,7821,0.0003
CC-MAIN-2018-17,application/pdf,13838046,13805257,0.4462
CC-MAIN-2018-17,application/pgp-encrypted,392,392,0.0000
CC-MAIN-2018-17,application/pgp-signature,6567,6527,0.0002
CC-MAIN-2018-17,application/postscript,15299,15291,0.0005
CC-MAIN-2018-17,application/rdf+xml,62492,62481,0.0020
CC-MAIN-2018-17,application/rss+xml,3142074,3136599,0.1013
CC-MAIN-2018-17,application/rtf,7640,7638,0.0002
CC-MAIN-2018-17,application/text,7091,7091,0.0002
CC-MAIN-2018-17,application/unknown,7911,7883,0.0003
CC-MAIN-2018-17,application/vnd.android.package-archive,44737,44611,0.0014
CC-MAIN-2018-17,application/vnd.google-earth.kml+xml,38433,38409,0.0012
CC-MAIN-2018-17,application/vnd.google-earth.kmz,6281,6277,0.0002
CC-MAIN-2018-17,application/vnd.ms-excel,37638,37021,0.0012
CC-MAIN-2018-17,application/vnd.ms-powerpoint,15610,15584,0.0005
CC-MAIN-2018-17,application/vnd.ms-word,3502,3502,0.0001
CC-MAIN-2018-17,application/vnd.oasis.opendocument.text,6211,6209,0.0002
CC-MAIN-2018-17,application/vnd.openxmlformats-officedocument.presentationml.presentation,6406,6397,0.0002
CC-MAIN-2018-17,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,12623,12556,0.0004
CC-MAIN-2018-17,application/vnd.openxmlformats-officedocument.wordprocessingml.document,39201,39024,0.0013
CC-MAIN-2018-17,application/vnd.wap.xhtml+xml,33332,33298,0.0011
CC-MAIN-2018-17,application/x-bibtex,9958,9957,0.0003
CC-MAIN-2018-17,application/x-bittorrent,9149,9002,0.0003
CC-MAIN-2018-17,application/x-bzip2,714,707,0.0000
CC-MAIN-2018-17,application/x-debian-package,307,307,0.0000
CC-MAIN-2018-17,application/x-download,24615,24476,0.0008
CC-MAIN-2018-17,application/x-endnote-refer,11007,11007,0.0004
CC-MAIN-2018-17,application/x-gzip,8778,8758,0.0003
CC-MAIN-2018-17,application/x-httpd-php,11448,11392,0.0004
CC-MAIN-2018-17,application/x-java-jnlp-file,2320,2316,0.0001
CC-MAIN-2018-17,application/x-javascript,5356,5352,0.0002
CC-MAIN-2018-17,application/x-json,12,12,0.0000
CC-MAIN-2018-17,application/x-mobipocket-ebook,1961,1961,0.0001
CC-MAIN-2018-17,application/x-msdownload,7374,7284,0.0002
CC-MAIN-2018-17,application/x-netcdf,736,736,0.0000
CC-MAIN-2018-17,application/x-rar-compressed,5339,5325,0.0002
CC-MAIN-2018-17,application/x-research-info-systems,19841,19840,0.0006
CC-MAIN-2018-17,application/x-shockwave-flash,23621,23480,0.0008
CC-MAIN-2018-17,application/x-tar,2038,2034,0.0001
CC-MAIN-2018-17,application/x-tex,3029,3029,0.0001
CC-MAIN-2018-17,application/x-troff-man,745,727,0.0000
CC-MAIN-2018-17,application/x-zip-compressed,6498,6482,0.0002
CC-MAIN-2018-17,application/xhtml+xml,989338,981052,0.0319
CC-MAIN-2018-17,application/xml,807739,806579,0.0260
CC-MAIN-2018-17,application/zip,73134,72708,0.0024
CC-MAIN-2018-17,audio/mp3,6969,6958,0.0002
CC-MAIN-2018-17,audio/mpeg,107360,106612,0.0035
CC-MAIN-2018-17,audio/x-mpegurl,25745,25717,0.0008
CC-MAIN-2018-17,audio/x-pn-realaudio,1364,1357,0.0000
CC-MAIN-2018-17,audio/x-scpls,6639,6598,0.0002
CC-MAIN-2018-17,audio/x-wav,17344,17344,0.0006
CC-MAIN-2018-17,binary/octet-stream,6385,6357,0.0002
CC-MAIN-2018-17,image/gif,225925,224709,0.0073
CC-MAIN-2018-17,image/jp2,15385,15374,0.0005
CC-MAIN-2018-17,image/jpeg,15591859,15197112,0.5027
CC-MAIN-2018-17,image/jpg,113311,113308,0.0037
CC-MAIN-2018-17,image/pjpeg,19851,19386,0.0006
CC-MAIN-2018-17,image/png,1800323,1794453,0.0580
CC-MAIN-2018-17,image/svg+xml,13500,13432,0.0004
CC-MAIN-2018-17,image/tiff,8507,8505,0.0003
CC-MAIN-2018-17,image/vnd.djvu,5474,5474,0.0002
CC-MAIN-2018-17,image/webp,3091,3091,0.0001
CC-MAIN-2018-17,message/rfc822,3648,3645,0.0001
CC-MAIN-2018-17,text/calendar,474933,474553,0.0153
CC-MAIN-2018-17,text/css,6174,6138,0.0002
CC-MAIN-2018-17,text/csv,16777,16415,0.0005
CC-MAIN-2018-17,text/directory,6654,6653,0.0002
CC-MAIN-2018-17,text/enriched,2671,2671,0.0001
CC-MAIN-2018-17,text/html,3050567020,3025679638,98.3624
CC-MAIN-2018-17,text/javascript,8023,8020,0.0003
CC-MAIN-2018-17,text/pdf,26464,26464,0.0009
CC-MAIN-2018-17,text/plain,833576,830073,0.0269
CC-MAIN-2018-17,text/prs.lines.tag,686,686,0.0000
CC-MAIN-2018-17,text/tab-separated-values,4755,4755,0.0002
CC-MAIN-2018-17,text/turtle,20883,20876,0.0007
CC-MAIN-2018-17,text/vcard,4600,4599,0.0001
CC-MAIN-2018-17,text/x-bibtex,3747,3737,0.0001
CC-MAIN-2018-17,text/x-c,2060,2060,0.0001
CC-MAIN-2018-17,text/x-csrc,1252,1252,0.0000
CC-MAIN-2018-17,text/x-diff,2726,2724,0.0001
CC-MAIN-2018-17,text/x-patch,386,386,0.0000
CC-MAIN-2018-17,text/x-perl,2014,1988,0.0001
CC-MAIN-2018-17,text/x-vcalendar,11999,11998,0.0004
CC-MAIN-2018-17,text/x-vcard,27713,27704,0.0009
CC-MAIN-2018-17,text/xml,2995120,2989533,0.0966
CC-MAIN-2018-17,unknown/unknown,40923,40892,0.0013
CC-MAIN-2018-17,video/mp4,17315,17165,0.0006
CC-MAIN-2018-17,video/webm,31566,31514,0.0010
CC-MAIN-2018-17,video/x-ms-asf,14655,14584,0.0005
CC-MAIN-2018-22,<other>,1571300,1563575,0.0564
CC-MAIN-2018-22,application/atom+xml,4628490,4627323,0.1660
CC-MAIN-2018-22,application/download,50139,50092,0.0018
CC-MAIN-2018-22,application/epub+zip,14961,14901,0.0005
CC-MAIN-2018-22,application/force-download,95844,95800,0.0034
CC-MAIN-2018-22,application/javascript,13104,13086,0.0005
CC-MAIN-2018-22,application/json,197585,197412,0.0071
CC-MAIN-2018-22,application/ld+json,14057,14054,0.0005
CC-MAIN-2018-22,application/marc,11076,11076,0.0004
CC-MAIN-2018-22,application/msword,101824,101431,0.0037
CC-MAIN-2018-22,application/octet-stream,790575,789324,0.0284
CC-MAIN-2018-22,application/octetstream,5621,5620,0.0002
CC-MAIN-2018-22,application/pdf,11460488,11424760,0.4110
CC-MAIN-2018-22,application/pgp-encrypted,324,324,0.0000
CC-MAIN-2018-22,application/pgp-signature,13821,13819,0.0005
CC-MAIN-2018-22,application/postscript,9678,9664,0.0003
CC-MAIN-2018-22,application/rdf+xml,58366,58342,0.0021
CC-MAIN-2018-22,application/rss+xml,2263910,2258501,0.0812
CC-MAIN-2018-22,application/rtf,11350,11342,0.0004
CC-MAIN-2018-22,application/save-to-disk,11,11,0.0000
CC-MAIN-2018-22,application/text,10370,10370,0.0004
CC-MAIN-2018-22,application/unknown,8045,8032,0.0003
CC-MAIN-2018-22,application/vnd.android.package-archive,19320,19059,0.0007
CC-MAIN-2018-22,application/vnd.google-earth.kml+xml,46154,46125,0.0017
CC-MAIN-2018-22,application/vnd.google-earth.kmz,6341,6336,0.0002
CC-MAIN-2018-22,application/vnd.ms-excel,28945,28807,0.0010
CC-MAIN-2018-22,application/vnd.ms-powerpoint,11986,11972,0.0004
CC-MAIN-2018-22,application/vnd.ms-word,3377,3377,0.0001
CC-MAIN-2018-22,application/vnd.oasis.opendocument.text,6542,6537,0.0002
CC-MAIN-2018-22,application/vnd.openxmlformats-officedocument.presentationml.presentation,6231,6194,0.0002
CC-MAIN-2018-22,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14497,14404,0.0005
CC-MAIN-2018-22,application/vnd.openxmlformats-officedocument.wordprocessingml.document,39966,39757,0.0014
CC-MAIN-2018-22,application/vnd.wap.xhtml+xml,21400,21377,0.0008
CC-MAIN-2018-22,application/x-bibtex,10846,10846,0.0004
CC-MAIN-2018-22,application/x-bittorrent,10949,10773,0.0004
CC-MAIN-2018-22,application/x-bzip2,717,711,0.0000
CC-MAIN-2018-22,application/x-debian-package,268,268,0.0000
CC-MAIN-2018-22,application/x-download,18489,18423,0.0007
CC-MAIN-2018-22,application/x-endnote-refer,16366,16366,0.0006
CC-MAIN-2018-22,application/x-gzip,7492,7461,0.0003
CC-MAIN-2018-22,application/x-httpd-php,7233,7159,0.0003
CC-MAIN-2018-22,application/x-java-jnlp-file,1394,1392,0.0000
CC-MAIN-2018-22,application/x-javascript,4750,4740,0.0002
CC-MAIN-2018-22,application/x-json,4,4,0.0000
CC-MAIN-2018-22,application/x-mobipocket-ebook,1513,1511,0.0001
CC-MAIN-2018-22,application/x-msdownload,7315,7160,0.0003
CC-MAIN-2018-22,application/x-netcdf,181,181,0.0000
CC-MAIN-2018-22,application/x-rar-compressed,5296,5261,0.0002
CC-MAIN-2018-22,application/x-research-info-systems,27468,27467,0.0010
CC-MAIN-2018-22,application/x-shockwave-flash,20734,20701,0.0007
CC-MAIN-2018-22,application/x-tar,2315,2315,0.0001
CC-MAIN-2018-22,application/x-tex,1475,1475,0.0001
CC-MAIN-2018-22,application/x-troff-man,1026,999,0.0000
CC-MAIN-2018-22,application/x-zip-compressed,6730,6676,0.0002
CC-MAIN-2018-22,application/xhtml+xml,902482,897360,0.0324
CC-MAIN-2018-22,application/xml,658705,657250,0.0236
CC-MAIN-2018-22,application/zip,70249,69672,0.0025
CC-MAIN-2018-22,audio/mp3,5276,5258,0.0002
CC-MAIN-2018-22,audio/mpeg,149544,148584,0.0054
