crawl,mimetype_detected,pages,urls,%pages/crawl
CC-MAIN-2019-04,application/vnd.google-earth.kmz,10660,10625,0.0004
CC-MAIN-2019-04,application/vnd.ms-excel,45636,45446,0.0016
CC-MAIN-2019-04,application/vnd.ms-powerpoint,20449,20289,0.0007
CC-MAIN-2019-04,application/vnd.oasis.opendocument.spreadsheet,3566,3555,0.0001
CC-MAIN-2019-04,application/vnd.oasis.opendocument.text,16700,16683,0.0006
CC-MAIN-2019-04,application/vnd.openxmlformats-officedocument.presentationml.presentation,15441,15409,0.0005
CC-MAIN-2019-04,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,38366,38234,0.0013
CC-MAIN-2019-04,application/vnd.openxmlformats-officedocument.wordprocessingml.document,98976,98553,0.0034
CC-MAIN-2019-04,application/x-bibtex-text-file,44442,44409,0.0015
CC-MAIN-2019-04,application/x-bittorrent,13654,13151,0.0005
CC-MAIN-2019-04,application/x-bzip2,9696,9664,0.0003
CC-MAIN-2019-04,application/x-debian-package,10778,10767,0.0004
CC-MAIN-2019-04,application/x-dosexec,25136,24760,0.0009
CC-MAIN-2019-04,application/x-endnote-refer,12160,12120,0.0004
CC-MAIN-2019-04,application/x-hdf,1055,1055,0.0000
CC-MAIN-2019-04,application/x-mobipocket-ebook,14358,14323,0.0005
CC-MAIN-2019-04,application/x-ms-asx,6959,6943,0.0002
CC-MAIN-2019-04,application/x-msdownload,6456,6401,0.0002
CC-MAIN-2019-04,application/x-rar-compressed,29863,29803,0.0010
CC-MAIN-2019-04,application/x-research-info-systems,58,58,0.0000
CC-MAIN-2019-04,application/x-sh,9224,9086,0.0003
CC-MAIN-2019-04,application/x-shockwave-flash,106041,105898,0.0037
CC-MAIN-2019-04,application/x-stata-do,4157,4154,0.0001
CC-MAIN-2019-04,application/x-tex,4415,4388,0.0002
CC-MAIN-2019-04,application/x-tex-tfm,61,61,0.0000
CC-MAIN-2019-04,application/x-tika-msoffice,57793,57708,0.0020
CC-MAIN-2019-04,application/x-tika-ooxml,46376,46296,0.0016
CC-MAIN-2019-04,application/x-wais-source,20874,20874,0.0007
CC-MAIN-2019-04,application/x-xz,139686,139450,0.0048
CC-MAIN-2019-04,application/xhtml+xml,699580010,694786650,24.2092
CC-MAIN-2019-04,application/xml,1462988,1457382,0.0506
CC-MAIN-2019-04,application/zip,244772,242784,0.0085
CC-MAIN-2019-04,application/zlib,21672,21268,0.0007
CC-MAIN-2019-04,application/zstd,512,512,0.0000
CC-MAIN-2019-04,audio/mp4,50031,49824,0.0017
CC-MAIN-2019-04,audio/mpeg,374686,369216,0.0130
CC-MAIN-2019-04,audio/vnd.wave,22971,22968,0.0008
CC-MAIN-2019-04,audio/x-mpegurl,5476,5469,0.0002
CC-MAIN-2019-04,image/gif,192630,191675,0.0067
CC-MAIN-2019-04,image/jpeg,7662110,7646750,0.2651
CC-MAIN-2019-04,image/png,897811,894885,0.0311
CC-MAIN-2019-04,image/svg+xml,25381,25322,0.0009
CC-MAIN-2019-04,image/tiff,19212,19188,0.0007
CC-MAIN-2019-04,image/vnd.djvu,14303,14268,0.0005
CC-MAIN-2019-04,image/vnd.dxf; format=ascii,12746,12730,0.0004
CC-MAIN-2019-04,image/webp,11850,11850,0.0004
CC-MAIN-2019-04,message/rfc822,29801,29792,0.0010
CC-MAIN-2019-04,text/asp,2,2,0.0000
CC-MAIN-2019-04,text/calendar,771054,770423,0.0267
CC-MAIN-2019-04,text/css,9408,9402,0.0003
CC-MAIN-2019-04,text/csv,24146,24121,0.0008
CC-MAIN-2019-04,text/html,2140034056,2117647674,74.0566
CC-MAIN-2019-04,text/plain,1232830,1229860,0.0427
CC-MAIN-2019-04,text/prs.lines.tag,2683,2682,0.0001
CC-MAIN-2019-04,text/tab-separated-values,3078,3078,0.0001
CC-MAIN-2019-04,text/troff,3703,3703,0.0001
CC-MAIN-2019-04,text/turtle,3609,3597,0.0001
CC-MAIN-2019-04,text/vtt,5087,5087,0.0002
CC-MAIN-2019-04,text/x-c++src,2655,2655,0.0001
CC-MAIN-2019-04,text/x-chdr,3807,3807,0.0001
CC-MAIN-2019-04,text/x-csrc,8655,8652,0.0003
CC-MAIN-2019-04,text/x-diff,12467,12464,0.0004
CC-MAIN-2019-04,text/x-jsp,4141,4062,0.0001
CC-MAIN-2019-04,text/x-log,30372,30340,0.0011
CC-MAIN-2019-04,text/x-matlab,15332,15327,0.0005
CC-MAIN-2019-04,text/x-perl,29650,29593,0.0010
CC-MAIN-2019-04,text/x-php,119431,118449,0.0041
CC-MAIN-2019-04,text/x-python,4015,4012,0.0001
CC-MAIN-2019-04,text/x-vcalendar,21356,21356,0.0007
CC-MAIN-2019-04,text/x-vcard,77708,77517,0.0027
CC-MAIN-2019-04,text/x-web-markdown,3139,3139,0.0001
CC-MAIN-2019-04,text/x-yaml,797,797,0.0000
CC-MAIN-2019-04,video/mp4,165702,165337,0.0057
CC-MAIN-2019-04,video/quicktime,12894,12886,0.0004
CC-MAIN-2019-04,video/webm,64064,63965,0.0022
CC-MAIN-2019-04,video/x-m4v,24403,24304,0.0008
CC-MAIN-2019-09,<other>,575240,574015,0.0197
CC-MAIN-2019-09,application/atom+xml,3028709,3026302,0.1039
CC-MAIN-2019-09,application/epub+zip,50257,50058,0.0017
CC-MAIN-2019-09,application/gpx+xml,6071,6071,0.0002
CC-MAIN-2019-09,application/gzip,267591,267138,0.0092
CC-MAIN-2019-09,application/javascript,30791,30769,0.0011
CC-MAIN-2019-09,application/json,379395,378919,0.0130
CC-MAIN-2019-09,application/marc,1945,1945,0.0001
CC-MAIN-2019-09,application/mbox,16784,16780,0.0006
CC-MAIN-2019-09,application/msword,223925,223399,0.0077
CC-MAIN-2019-09,application/octet-stream,343733,342839,0.0118
CC-MAIN-2019-09,application/pdf,31586278,31465381,1.0840
CC-MAIN-2019-09,application/pgp-signature,58156,58133,0.0020
CC-MAIN-2019-09,application/pkcs7-signature,9895,9893,0.0003
CC-MAIN-2019-09,application/postscript,22493,22447,0.0008
CC-MAIN-2019-09,application/rdf+xml,240670,240259,0.0083
CC-MAIN-2019-09,application/rss+xml,4429955,4412929,0.1520
CC-MAIN-2019-09,application/rtf,54134,54080,0.0019
CC-MAIN-2019-09,application/text,3100,3100,0.0001
CC-MAIN-2019-09,application/vnd.android.package-archive,36515,36206,0.0013
CC-MAIN-2019-09,application/vnd.google-earth.kml+xml,67982,67935,0.0023
CC-MAIN-2019-09,application/vnd.google-earth.kmz,14870,14860,0.0005
CC-MAIN-2019-09,application/vnd.ms-excel,80671,80506,0.0028
CC-MAIN-2019-09,application/vnd.ms-powerpoint,29256,29100,0.0010
CC-MAIN-2019-09,application/vnd.oasis.opendocument.spreadsheet,5287,5278,0.0002
CC-MAIN-2019-09,application/vnd.oasis.opendocument.text,18853,18812,0.0006
CC-MAIN-2019-09,application/vnd.openxmlformats-officedocument.presentationml.presentation,20729,20504,0.0007
CC-MAIN-2019-09,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,54547,54415,0.0019
CC-MAIN-2019-09,application/vnd.openxmlformats-officedocument.wordprocessingml.document,146364,145963,0.0050
CC-MAIN-2019-09,application/x-bibtex-text-file,64980,64963,0.0022
CC-MAIN-2019-09,application/x-bittorrent,12541,12209,0.0004
CC-MAIN-2019-09,application/x-bzip2,16299,16229,0.0006
CC-MAIN-2019-09,application/x-debian-package,30255,30244,0.0010
CC-MAIN-2019-09,application/x-dosexec,30921,30375,0.0011
CC-MAIN-2019-09,application/x-endnote-refer,19913,19904,0.0007
CC-MAIN-2019-09,application/x-hdf,5010,5000,0.0002
CC-MAIN-2019-09,application/x-mobipocket-ebook,15117,15081,0.0005
CC-MAIN-2019-09,application/x-ms-asx,16742,16711,0.0006
CC-MAIN-2019-09,application/x-msdownload,10443,10385,0.0004
CC-MAIN-2019-09,application/x-rar-compressed,40769,40719,0.0014
CC-MAIN-2019-09,application/x-research-info-systems,479,477,0.0000
CC-MAIN-2019-09,application/x-sh,27751,27709,0.0010
CC-MAIN-2019-09,application/x-shockwave-flash,123209,123086,0.0042
CC-MAIN-2019-09,application/x-stata-do,5391,5389,0.0002
CC-MAIN-2019-09,application/x-tex,5792,5789,0.0002
CC-MAIN-2019-09,application/x-tex-tfm,52,52,0.0000
CC-MAIN-2019-09,application/x-tika-msoffice,79237,79030,0.0027
CC-MAIN-2019-09,application/x-tika-ooxml,57475,57412,0.0020
CC-MAIN-2019-09,application/x-wais-source,7573,7573,0.0003
CC-MAIN-2019-09,application/x-xz,98791,98620,0.0034
CC-MAIN-2019-09,application/xhtml+xml,686860975,681868620,23.5732
CC-MAIN-2019-09,application/xml,2010153,2002656,0.0690
CC-MAIN-2019-09,application/zip,376774,375514,0.0129
CC-MAIN-2019-09,application/zlib,24126,23861,0.0008
CC-MAIN-2019-09,application/zstd,1200,1200,0.0000
CC-MAIN-2019-09,audio/mp4,62501,62111,0.0021
CC-MAIN-2019-09,audio/mpeg,546670,535916,0.0188
CC-MAIN-2019-09,audio/vnd.wave,28368,28295,0.0010
CC-MAIN-2019-09,audio/x-mpegurl,5685,5677,0.0002
CC-MAIN-2019-09,image/gif,253898,252974,0.0087
CC-MAIN-2019-09,image/jpeg,14448790,14427003,0.4959
CC-MAIN-2019-09,image/png,1546005,1541996,0.0531
CC-MAIN-2019-09,image/svg+xml,40518,40395,0.0014
CC-MAIN-2019-09,image/tiff,23331,23288,0.0008
CC-MAIN-2019-09,image/vnd.djvu,24517,24515,0.0008
CC-MAIN-2019-09,image/vnd.dxf; format=ascii,13366,13157,0.0005
CC-MAIN-2019-09,image/webp,11973,11973,0.0004
CC-MAIN-2019-09,message/rfc822,30370,30329,0.0010
CC-MAIN-2019-09,text/calendar,871762,870936,0.0299
CC-MAIN-2019-09,text/css,12651,12649,0.0004
CC-MAIN-2019-09,text/csv,50812,50742,0.0017
CC-MAIN-2019-09,text/html,2161428643,2137712866,74.1807
CC-MAIN-2019-09,text/plain,1733993,1731122,0.0595
CC-MAIN-2019-09,text/prs.lines.tag,7193,7191,0.0002
CC-MAIN-2019-09,text/tab-separated-values,6666,6662,0.0002
CC-MAIN-2019-09,text/troff,3786,3786,0.0001
CC-MAIN-2019-09,text/turtle,8060,8036,0.0003
CC-MAIN-2019-09,text/vtt,7237,7237,0.0002
CC-MAIN-2019-09,text/x-c++src,3377,3377,0.0001
CC-MAIN-2019-09,text/x-chdr,5070,5069,0.0002
CC-MAIN-2019-09,text/x-csrc,11207,11200,0.0004
CC-MAIN-2019-09,text/x-diff,19434,19403,0.0007
CC-MAIN-2019-09,text/x-jsp,8990,8898,0.0003
CC-MAIN-2019-09,text/x-log,43688,43681,0.0015
CC-MAIN-2019-09,text/x-matlab,26078,26043,0.0009
CC-MAIN-2019-09,text/x-perl,40886,40840,0.0014
CC-MAIN-2019-09,text/x-php,135441,134075,0.0046
CC-MAIN-2019-09,text/x-python,8181,8159,0.0003
CC-MAIN-2019-09,text/x-vcalendar,24007,24002,0.0008
CC-MAIN-2019-09,text/x-vcard,96455,96035,0.0033
CC-MAIN-2019-09,text/x-web-markdown,5838,5818,0.0002
CC-MAIN-2019-09,text/x-yaml,3790,3790,0.0001
CC-MAIN-2019-09,video/mp4,220077,219738,0.0076
CC-MAIN-2019-09,video/quicktime,19653,19634,0.0007
CC-MAIN-2019-09,video/webm,111415,111132,0.0038
CC-MAIN-2019-09,video/x-m4v,36876,36701,0.0013
CC-MAIN-2019-13,<other>,626308,624892,0.0244
CC-MAIN-2019-13,application/atom+xml,2830579,2828212,0.1102
CC-MAIN-2019-13,application/epub+zip,45375,45218,0.0018
CC-MAIN-2019-13,application/gpx+xml,5082,5081,0.0002
CC-MAIN-2019-13,application/gzip,278587,278125,0.0108
CC-MAIN-2019-13,application/javascript,30228,30187,0.0012
CC-MAIN-2019-13,application/json,297548,297163,0.0116
CC-MAIN-2019-13,application/marc,1102,1102,0.0000
CC-MAIN-2019-13,application/mbox,18567,18467,0.0007
CC-MAIN-2019-13,application/msword,182996,182697,0.0071
CC-MAIN-2019-13,application/octet-stream,171690,171084,0.0067
CC-MAIN-2019-13,application/pdf,12288145,12247581,0.4782
CC-MAIN-2019-13,application/pgp-signature,35829,35826,0.0014
CC-MAIN-2019-13,application/pkcs7-signature,4793,4743,0.0002
CC-MAIN-2019-13,application/postscript,30144,29969,0.0012
CC-MAIN-2019-13,application/rdf+xml,194711,194381,0.0076
CC-MAIN-2019-13,application/rss+xml,3561805,3548201,0.1386
CC-MAIN-2019-13,application/rtf,74185,74115,0.0029
CC-MAIN-2019-13,application/text,3915,3915,0.0002
CC-MAIN-2019-13,application/vnd.android.package-archive,31267,31051,0.0012
CC-MAIN-2019-13,application/vnd.google-earth.kml+xml,68044,67813,0.0026
CC-MAIN-2019-13,application/vnd.google-earth.kmz,15722,15702,0.0006
CC-MAIN-2019-13,application/vnd.ms-excel,56023,55916,0.0022
CC-MAIN-2019-13,application/vnd.ms-powerpoint,25435,25407,0.0010
CC-MAIN-2019-13,application/vnd.oasis.opendocument.spreadsheet,5215,5212,0.0002
CC-MAIN-2019-13,application/vnd.oasis.opendocument.text,20355,20322,0.0008
CC-MAIN-2019-13,application/vnd.openxmlformats-officedocument.presentationml.presentation,38850,38725,0.0015
CC-MAIN-2019-13,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,83116,82873,0.0032
CC-MAIN-2019-13,application/vnd.openxmlformats-officedocument.wordprocessingml.document,249900,249539,0.0097
CC-MAIN-2019-13,application/x-bibtex-text-file,71086,71050,0.0028
CC-MAIN-2019-13,application/x-bittorrent,21069,20015,0.0008
CC-MAIN-2019-13,application/x-bzip2,51594,51531,0.0020
CC-MAIN-2019-13,application/x-debian-package,31077,31070,0.0012
CC-MAIN-2019-13,application/x-dosexec,28842,28352,0.0011
CC-MAIN-2019-13,application/x-endnote-refer,22827,22809,0.0009
CC-MAIN-2019-13,application/x-hdf,6139,6139,0.0002
CC-MAIN-2019-13,application/x-mobipocket-ebook,14753,14682,0.0006
CC-MAIN-2019-13,application/x-ms-asx,15966,15943,0.0006
CC-MAIN-2019-13,application/x-msdownload,8036,7950,0.0003
CC-MAIN-2019-13,application/x-rar-compressed,74781,74681,0.0029
CC-MAIN-2019-13,application/x-research-info-systems,661,661,0.0000
CC-MAIN-2019-13,application/x-sh,16584,16558,0.0006
CC-MAIN-2019-13,application/x-shockwave-flash,158735,158593,0.0062
CC-MAIN-2019-13,application/x-stata-do,7741,7739,0.0003
CC-MAIN-2019-13,application/x-tex,5477,5476,0.0002
CC-MAIN-2019-13,application/x-tex-tfm,229,229,0.0000
CC-MAIN-2019-13,application/x-tika-msoffice,76050,75941,0.0030
CC-MAIN-2019-13,application/x-tika-ooxml,56201,56131,0.0022
CC-MAIN-2019-13,application/x-wais-source,9106,9106,0.0004
CC-MAIN-2019-13,application/x-xz,61982,61856,0.0024
CC-MAIN-2019-13,application/xhtml+xml,600007581,595412984,23.3495
CC-MAIN-2019-13,application/xml,1457477,1451255,0.0567
CC-MAIN-2019-13,application/zip,310731,309642,0.0121
CC-MAIN-2019-13,application/zlib,22700,22430,0.0009
CC-MAIN-2019-13,application/zstd,854,854,0.0000
CC-MAIN-2019-13,audio/mp4,27682,27456,0.0011
CC-MAIN-2019-13,audio/mpeg,576055,565503,0.0224
CC-MAIN-2019-13,audio/vnd.wave,46950,46931,0.0018
CC-MAIN-2019-13,audio/x-mpegurl,7092,7083,0.0003
CC-MAIN-2019-13,image/gif,334008,333140,0.0130
CC-MAIN-2019-13,image/jpeg,14299708,14281195,0.5565
CC-MAIN-2019-13,image/png,1623561,1620052,0.0632
CC-MAIN-2019-13,image/svg+xml,53241,53096,0.0021
CC-MAIN-2019-13,image/tiff,28658,28624,0.0011
CC-MAIN-2019-13,image/vnd.djvu,31506,31486,0.0012
CC-MAIN-2019-13,image/vnd.dxf; format=ascii,9342,9341,0.0004
CC-MAIN-2019-13,image/webp,16954,16953,0.0007
CC-MAIN-2019-13,message/rfc822,41860,41791,0.0016
CC-MAIN-2019-13,text/asp,2,2,0.0000
CC-MAIN-2019-13,text/calendar,852582,851889,0.0332
CC-MAIN-2019-13,text/css,15637,15622,0.0006
CC-MAIN-2019-13,text/csv,58135,58109,0.0023
CC-MAIN-2019-13,text/html,1925557585,1903670751,74.9337
CC-MAIN-2019-13,text/plain,1564052,1560982,0.0609
CC-MAIN-2019-13,text/prs.lines.tag,5631,5631,0.0002
CC-MAIN-2019-13,text/tab-separated-values,9469,9469,0.0004
CC-MAIN-2019-13,text/troff,4663,4660,0.0002
CC-MAIN-2019-13,text/turtle,10238,10232,0.0004
CC-MAIN-2019-13,text/vtt,10165,10165,0.0004
CC-MAIN-2019-13,text/x-c++src,3898,3896,0.0002
CC-MAIN-2019-13,text/x-chdr,5674,5674,0.0002
CC-MAIN-2019-13,text/x-csrc,15367,15364,0.0006
CC-MAIN-2019-13,text/x-diff,28945,28923,0.0011
CC-MAIN-2019-13,text/x-jsp,8431,8395,0.0003
CC-MAIN-2019-13,text/x-log,37930,37910,0.0015
CC-MAIN-2019-13,text/x-matlab,33334,33316,0.0013
CC-MAIN-2019-13,text/x-perl,40395,40295,0.0016
CC-MAIN-2019-13,text/x-php,140107,138918,0.0055
CC-MAIN-2019-13,text/x-python,7797,7793,0.0003
CC-MAIN-2019-13,text/x-vcalendar,23586,23573,0.0009
CC-MAIN-2019-13,text/x-vcard,78037,77831,0.0030
CC-MAIN-2019-13,text/x-web-markdown,4679,4679,0.0002
CC-MAIN-2019-13,text/x-yaml,1859,1859,0.0001
CC-MAIN-2019-13,video/mp4,173542,173257,0.0068
CC-MAIN-2019-13,video/quicktime,14348,14301,0.0006
CC-MAIN-2019-13,video/webm,47831,47804,0.0019
CC-MAIN-2019-13,video/x-m4v,17514,17459,0.0007
CC-MAIN-2019-18,<other>,564372,563451,0.0226
CC-MAIN-2019-18,application/atom+xml,2757710,2755922,0.1104
CC-MAIN-2019-18,application/epub+zip,39655,39534,0.0016
CC-MAIN-2019-18,application/gpx+xml,4989,4985,0.0002
CC-MAIN-2019-18,application/gzip,62123,61924,0.0025
CC-MAIN-2019-18,application/javascript,26876,26795,0.0011
CC-MAIN-2019-18,application/json,370749,370252,0.0148
CC-MAIN-2019-18,application/marc,1237,1237,0.0000
CC-MAIN-2019-18,application/mbox,21501,21491,0.0009
CC-MAIN-2019-18,application/msword,58647,58431,0.0023
CC-MAIN-2019-18,application/octet-stream,254628,253940,0.0102
CC-MAIN-2019-18,application/pdf,12960647,12925617,0.5189
CC-MAIN-2019-18,application/pgp-signature,43772,43760,0.0018
CC-MAIN-2019-18,application/pkcs7-signature,3656,3655,0.0001
CC-MAIN-2019-18,application/postscript,26426,26411,0.0011
CC-MAIN-2019-18,application/rdf+xml,269726,269327,0.0108
CC-MAIN-2019-18,application/rss+xml,3814506,3802299,0.1527
CC-MAIN-2019-18,application/rtf,78052,78012,0.0031
CC-MAIN-2019-18,application/text,6198,6198,0.0002
CC-MAIN-2019-18,application/vnd.android.package-archive,30452,30327,0.0012
CC-MAIN-2019-18,application/vnd.google-earth.kml+xml,57093,57068,0.0023
CC-MAIN-2019-18,application/vnd.google-earth.kmz,10553,10531,0.0004
CC-MAIN-2019-18,application/vnd.ms-excel,24835,24773,0.0010
CC-MAIN-2019-18,application/vnd.ms-powerpoint,15541,15524,0.0006
CC-MAIN-2019-18,application/vnd.oasis.opendocument.spreadsheet,4321,4316,0.0002
CC-MAIN-2019-18,application/vnd.oasis.opendocument.text,15831,15799,0.0006
CC-MAIN-2019-18,application/vnd.openxmlformats-officedocument.presentationml.presentation,41966,41919,0.0017
CC-MAIN-2019-18,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,79911,79838,0.0032
CC-MAIN-2019-18,application/vnd.openxmlformats-officedocument.wordprocessingml.document,262208,262025,0.0105
CC-MAIN-2019-18,application/x-bibtex-text-file,76229,76208,0.0031
CC-MAIN-2019-18,application/x-bittorrent,16936,16106,0.0007
CC-MAIN-2019-18,application/x-bzip2,23970,23839,0.0010
CC-MAIN-2019-18,application/x-debian-package,22472,22471,0.0009
CC-MAIN-2019-18,application/x-dosexec,9957,9639,0.0004
CC-MAIN-2019-18,application/x-endnote-refer,29846,29817,0.0012
CC-MAIN-2019-18,application/x-hdf,2027,2027,0.0001
CC-MAIN-2019-18,application/x-mobipocket-ebook,11384,11359,0.0005
CC-MAIN-2019-18,application/x-ms-asx,11420,11401,0.0005
CC-MAIN-2019-18,application/x-msdownload,6926,6878,0.0003
CC-MAIN-2019-18,application/x-rar-compressed,90924,90813,0.0036
CC-MAIN-2019-18,application/x-research-info-systems,1994,1994,0.0001
CC-MAIN-2019-18,application/x-sh,14091,14056,0.0006
CC-MAIN-2019-18,application/x-shockwave-flash,31374,31235,0.0013
CC-MAIN-2019-18,application/x-stata-do,8558,8554,0.0003
CC-MAIN-2019-18,application/x-tex,7415,7415,0.0003
CC-MAIN-2019-18,application/x-tex-tfm,1674,1674,0.0001
CC-MAIN-2019-18,application/x-tika-msoffice,69555,69528,0.0028
CC-MAIN-2019-18,application/x-tika-ooxml,47588,47568,0.0019
CC-MAIN-2019-18,application/x-wais-source,6375,6375,0.0003
CC-MAIN-2019-18,application/x-xz,73486,73421,0.0029
CC-MAIN-2019-18,application/xhtml+xml,564033765,559648885,22.5811
CC-MAIN-2019-18,application/xml,1667653,1660679,0.0668
CC-MAIN-2019-18,application/zip,129192,128168,0.0052
CC-MAIN-2019-18,application/zlib,18519,18319,0.0007
CC-MAIN-2019-18,application/zstd,196,196,0.0000
CC-MAIN-2019-18,audio/mp4,48292,47765,0.0019
CC-MAIN-2019-18,audio/mpeg,101293,100775,0.0041
CC-MAIN-2019-18,audio/vnd.wave,51947,51941,0.0021
CC-MAIN-2019-18,audio/x-mpegurl,5284,5282,0.0002
CC-MAIN-2019-18,image/gif,68102,67590,0.0027
CC-MAIN-2019-18,image/jpeg,3471932,3456216,0.1390
CC-MAIN-2019-18,image/png,586866,584110,0.0235
CC-MAIN-2019-18,image/svg+xml,13214,13141,0.0005
CC-MAIN-2019-18,image/tiff,8682,8671,0.0003
CC-MAIN-2019-18,image/vnd.djvu,18012,18002,0.0007
CC-MAIN-2019-18,image/vnd.dxf; format=ascii,8002,8001,0.0003
CC-MAIN-2019-18,image/webp,17019,17005,0.0007
CC-MAIN-2019-18,message/rfc822,34845,34814,0.0014
CC-MAIN-2019-18,text/calendar,837643,836968,0.0335
CC-MAIN-2019-18,text/css,10872,10871,0.0004
CC-MAIN-2019-18,text/csv,58604,58571,0.0023
CC-MAIN-2019-18,text/html,1901926946,1880669925,76.1435
CC-MAIN-2019-18,text/plain,1708917,1707012,0.0684
CC-MAIN-2019-18,text/prs.lines.tag,27220,27219,0.0011
CC-MAIN-2019-18,text/tab-separated-values,10421,10415,0.0004
CC-MAIN-2019-18,text/troff,7774,7774,0.0003
CC-MAIN-2019-18,text/turtle,8976,8976,0.0004
CC-MAIN-2019-18,text/vtt,11598,11597,0.0005
CC-MAIN-2019-18,text/x-c++src,4228,4224,0.0002
CC-MAIN-2019-18,text/x-chdr,11774,11773,0.0005
CC-MAIN-2019-18,text/x-csrc,22543,22538,0.0009
CC-MAIN-2019-18,text/x-diff,27216,27178,0.0011
CC-MAIN-2019-18,text/x-jsp,8016,7979,0.0003
CC-MAIN-2019-18,text/x-log,28471,28463,0.0011
CC-MAIN-2019-18,text/x-matlab,49097,49080,0.0020
CC-MAIN-2019-18,text/x-perl,52695,52658,0.0021
CC-MAIN-2019-18,text/x-php,98495,97521,0.0039
CC-MAIN-2019-18,text/x-python,7016,7005,0.0003
CC-MAIN-2019-18,text/x-vcalendar,19894,19884,0.0008
CC-MAIN-2019-18,text/x-vcard,63176,63111,0.0025
CC-MAIN-2019-18,text/x-web-markdown,4999,4994,0.0002
CC-MAIN-2019-18,text/x-yaml,4015,4006,0.0002
CC-MAIN-2019-18,video/mp4,27692,27518,0.0011
CC-MAIN-2019-18,video/quicktime,9977,9971,0.0004
CC-MAIN-2019-18,video/webm,2048,2043,0.0001
CC-MAIN-2019-18,video/x-m4v,13087,13045,0.0005
CC-MAIN-2019-22,<other>,372468,370938,0.0139
CC-MAIN-2019-22,application/atom+xml,4324102,4322098,0.1614
CC-MAIN-2019-22,application/epub+zip,54795,54503,0.0020
CC-MAIN-2019-22,application/gpx+xml,7215,7210,0.0003
CC-MAIN-2019-22,application/gzip,61240,61032,0.0023
CC-MAIN-2019-22,application/javascript,29630,29576,0.0011
CC-MAIN-2019-22,application/json,448618,447922,0.0167
CC-MAIN-2019-22,application/marc,1585,1585,0.0001
CC-MAIN-2019-22,application/mbox,35401,35386,0.0013
CC-MAIN-2019-22,application/msword,91918,91517,0.0034
CC-MAIN-2019-22,application/octet-stream,356409,355440,0.0133
CC-MAIN-2019-22,application/pdf,19423997,19368467,0.7248
CC-MAIN-2019-22,application/pgp-signature,24830,24830,0.0009
CC-MAIN-2019-22,application/pkcs7-signature,7560,7560,0.0003
CC-MAIN-2019-22,application/postscript,17314,17299,0.0006
CC-MAIN-2019-22,application/rdf+xml,260221,259804,0.0097
CC-MAIN-2019-22,application/rss+xml,3944276,3932475,0.1472
CC-MAIN-2019-22,application/rtf,53978,53855,0.0020
CC-MAIN-2019-22,application/text,4940,4940,0.0002
CC-MAIN-2019-22,application/vnd.android.package-archive,38406,38029,0.0014
CC-MAIN-2019-22,application/vnd.google-earth.kml+xml,59275,59212,0.0022
CC-MAIN-2019-22,application/vnd.google-earth.kmz,11994,11992,0.0004
CC-MAIN-2019-22,application/vnd.ms-excel,36958,36913,0.0014
CC-MAIN-2019-22,application/vnd.ms-powerpoint,22177,22083,0.0008
CC-MAIN-2019-22,application/vnd.oasis.opendocument.spreadsheet,4583,4582,0.0002
CC-MAIN-2019-22,application/vnd.oasis.opendocument.text,18629,18615,0.0007
CC-MAIN-2019-22,application/vnd.openxmlformats-officedocument.presentationml.presentation,12061,12046,0.0005
CC-MAIN-2019-22,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,35468,35387,0.0013
CC-MAIN-2019-22,application/vnd.openxmlformats-officedocument.wordprocessingml.document,83151,82864,0.0031
CC-MAIN-2019-22,application/x-bibtex-text-file,81859,81775,0.0031
CC-MAIN-2019-22,application/x-bittorrent,14565,13714,0.0005
CC-MAIN-2019-22,application/x-bzip2,11721,11679,0.0004
CC-MAIN-2019-22,application/x-debian-package,19083,19076,0.0007
CC-MAIN-2019-22,application/x-dosexec,10728,10361,0.0004
CC-MAIN-2019-22,application/x-endnote-refer,31042,30960,0.0012
CC-MAIN-2019-22,application/x-hdf,2023,2023,0.0001
CC-MAIN-2019-22,application/x-mobipocket-ebook,12672,12617,0.0005
CC-MAIN-2019-22,application/x-ms-asx,9985,9968,0.0004
CC-MAIN-2019-22,application/x-msdownload,6490,6454,0.0002
CC-MAIN-2019-22,application/x-rar-compressed,27336,27090,0.0010
CC-MAIN-2019-22,application/x-research-info-systems,1762,1759,0.0001
CC-MAIN-2019-22,application/x-sh,20777,20736,0.0008
CC-MAIN-2019-22,application/x-shockwave-flash,25157,25013,0.0009
CC-MAIN-2019-22,application/x-stata-do,8800,8793,0.0003
CC-MAIN-2019-22,application/x-tex,6093,6082,0.0002
CC-MAIN-2019-22,application/x-tex-tfm,2792,2792,0.0001
CC-MAIN-2019-22,application/x-tika-msoffice,63604,63577,0.0024
CC-MAIN-2019-22,application/x-tika-ooxml,47457,47394,0.0018
CC-MAIN-2019-22,application/x-wais-source,9942,9942,0.0004
CC-MAIN-2019-22,application/x-xz,56504,56426,0.0021
CC-MAIN-2019-22,application/xhtml+xml,605403020,600637148,22.5918
CC-MAIN-2019-22,application/xml,1625678,1618435,0.0607
CC-MAIN-2019-22,application/zip,181213,180155,0.0068
