,crawl,size,percentage,type
2870,CC-MAIN-2024-10,228764288,5.287953557670408,failed
2872,CC-MAIN-2024-10,167583708,3.8737465216869817,denied
2879,CC-MAIN-2024-10,374309712,8.65227868626499,skipped
2907,CC-MAIN-2024-18,2803116264,72.84194582462347,success
2908,CC-MAIN-2024-18,15520472,0.40331590776877796,notmodified
2910,CC-MAIN-2024-18,348811789,9.064243878729103,redirect
2913,CC-MAIN-2024-18,195772403,5.087353299050443,failed
2915,CC-MAIN-2024-18,152242605,3.956185381260215,denied
2922,CC-MAIN-2024-18,332753634,8.646955708567994,skipped
2950,CC-MAIN-2024-22,2724733199,72.72929723598993,success
2951,CC-MAIN-2024-22,17254235,0.46055459167715035,notmodified
2953,CC-MAIN-2024-22,332733623,8.88141362848158,redirect
2956,CC-MAIN-2024-22,189463274,5.057203683320997,failed
2958,CC-MAIN-2024-22,147058405,3.925321735067826,denied
2965,CC-MAIN-2024-22,335161124,8.946209125462518,skipped
2993,CC-MAIN-2024-26,2813450427,70.57947142841805,success
2994,CC-MAIN-2024-26,22419628,0.5624287809289917,notmodified
2996,CC-MAIN-2024-26,345658696,8.67134811553452,redirect
2999,CC-MAIN-2024-26,224637679,5.635360941345154,failed
3001,CC-MAIN-2024-26,160406720,4.0240344747209065,denied
3008,CC-MAIN-2024-26,419642562,10.52734035424579,skipped
3038,CC-MAIN-2024-30,2560559486,71.53427005942619,success
3039,CC-MAIN-2024-30,18632553,0.5205370488309646,notmodified
3041,CC-MAIN-2024-30,299773740,8.374769573263572,redirect
3044,CC-MAIN-2024-30,196223870,5.481900102470706,failed
3046,CC-MAIN-2024-30,154336223,4.31168622185793,denied
3053,CC-MAIN-2024-30,349959383,9.776804307897326,skipped
3088,CC-MAIN-2024-33,2328003168,70.75870038791591,success
3089,CC-MAIN-2024-33,17106553,0.5199466542981113,notmodified
3091,CC-MAIN-2024-33,277751569,8.442144891937085,redirect
3094,CC-MAIN-2024-33,168485639,5.121051815367443,failed
3096,CC-MAIN-2024-33,148619592,4.517231474017609,denied
3103,CC-MAIN-2024-33,350092063,10.64090450327273,skipped
3138,CC-MAIN-2024-38,2814337832,72.03998095520217,success
3139,CC-MAIN-2024-38,22219235,0.5687566176451703,notmodified
3141,CC-MAIN-2024-38,282054671,7.21989126398732,redirect
3144,CC-MAIN-2024-38,189896677,4.860878050597934,failed
3146,CC-MAIN-2024-38,162400931,4.157056002062478,denied
3153,CC-MAIN-2024-38,435723448,11.153426052389797,skipped
3188,CC-MAIN-2024-42,2507916084,71.17088800260682,success
3189,CC-MAIN-2024-42,18756995,0.532295318382932,notmodified
3191,CC-MAIN-2024-42,278992592,7.9173903167921855,redirect
3194,CC-MAIN-2024-42,176862092,5.019080272240378,failed
3196,CC-MAIN-2024-42,158092155,4.486417679354759,denied
3203,CC-MAIN-2024-42,383174618,10.8739195849105,skipped
3238,CC-MAIN-2024-46,2700111429,72.21656796219742,success
3239,CC-MAIN-2024-46,20927775,0.5597295242533029,notmodified
3241,CC-MAIN-2024-46,273979362,7.327789884375356,redirect
3244,CC-MAIN-2024-46,182201580,4.873122139912156,failed
3246,CC-MAIN-2024-46,154142294,4.122654839701437,denied
3253,CC-MAIN-2024-46,404713091,10.824364553064704,skipped
3288,CC-MAIN-2024-51,2647896043,70.78056269488955,success
3289,CC-MAIN-2024-51,18846576,0.5037853573135918,notmodified
3291,CC-MAIN-2024-51,291228391,7.784788017717246,redirect
3294,CC-MAIN-2024-51,189542601,5.066638469021246,failed
3296,CC-MAIN-2024-51,173067151,4.626235370593594,denied
3303,CC-MAIN-2024-51,420411101,11.237954137445737,skipped
3340,CC-MAIN-2025-05,3044851336,72.04488114474032,success
3341,CC-MAIN-2025-05,21395704,0.5062483456788529,notmodified
3343,CC-MAIN-2025-05,311072566,7.360354766712784,redirect
3346,CC-MAIN-2025-05,210707666,4.985599320982954,failed
3348,CC-MAIN-2025-05,178815528,4.2309925970040805,denied
3355,CC-MAIN-2025-05,459480946,10.871877306932939,skipped
3392,CC-MAIN-2025-08,2692264061,69.256621306212,success
3393,CC-MAIN-2025-08,19791265,0.509116533229943,notmodified
3395,CC-MAIN-2025-08,304339158,7.828913262850043,redirect
3398,CC-MAIN-2025-08,208057465,5.352133645495131,failed
3400,CC-MAIN-2025-08,188489944,4.848772771118273,denied
3407,CC-MAIN-2025-08,474430362,12.204391238279456,skipped
3444,CC-MAIN-2025-13,2753538967,68.48843139449875,success
3445,CC-MAIN-2025-13,21090585,0.5245834909741971,notmodified
3447,CC-MAIN-2025-13,311678219,7.752333478831446,redirect
3450,CC-MAIN-2025-13,217050008,5.398657785576711,failed
3452,CC-MAIN-2025-13,172546366,4.291724247155377,denied
3459,CC-MAIN-2025-13,544538258,13.544232194159052,skipped
3496,CC-MAIN-2025-18,2760301059,68.19155780167058,success
3497,CC-MAIN-2025-18,20491145,0.5062212667469448,notmodified
3499,CC-MAIN-2025-18,318149386,7.859686962133288,redirect
3502,CC-MAIN-2025-18,218535311,5.3987818622803925,failed
3504,CC-MAIN-2025-18,186682938,4.611888371996849,denied
3511,CC-MAIN-2025-18,543701254,13.431808594970287,skipped
3548,CC-MAIN-2025-21,2487165634,67.69606154413468,success
3549,CC-MAIN-2025-21,19996738,0.5442743289086216,notmodified
3551,CC-MAIN-2025-21,277319809,7.548133747441314,redirect
3554,CC-MAIN-2025-21,203302481,5.533518587468256,failed
3556,CC-MAIN-2025-21,155043058,4.2199860969769425,denied
3563,CC-MAIN-2025-21,531188472,14.45797055108669,skipped
3600,CC-MAIN-2025-26,2395311332,66.67957086888106,success
3601,CC-MAIN-2025-26,18578688,0.5171849381735527,notmodified
3603,CC-MAIN-2025-26,278165436,7.74344096954959,redirect
3606,CC-MAIN-2025-26,201394203,5.6063188330126925,failed
3608,CC-MAIN-2025-26,161517487,4.496249225351252,denied
3615,CC-MAIN-2025-26,537302734,14.957185419350969,skipped
3652,CC-MAIN-2025-30,2432783351,67.20991027738806,success
3653,CC-MAIN-2025-30,17466320,0.4825377482107525,notmodified
3655,CC-MAIN-2025-30,272747272,7.5351221357163745,redirect
3658,CC-MAIN-2025-30,194968117,5.386336454964213,failed
3660,CC-MAIN-2025-30,183386822,5.066382852221079,denied
3667,CC-MAIN-2025-30,518324690,14.319629364092513,skipped
3704,CC-MAIN-2025-33,2452395752,68.51807313599161,success
3705,CC-MAIN-2025-33,17327821,0.48412614709396684,notmodified
3707,CC-MAIN-2025-33,261197066,7.297647476553951,redirect
3710,CC-MAIN-2025-33,189313752,5.289282325092276,failed
3712,CC-MAIN-2025-33,177488432,4.958891873243008,denied
3719,CC-MAIN-2025-33,481469766,13.45189927549539,skipped
3756,CC-MAIN-2025-38,2395594531,68.80739433291309,success
3757,CC-MAIN-2025-38,15961233,0.45844605122389365,notmodified
3759,CC-MAIN-2025-38,271376139,7.794593269889393,redirect
3762,CC-MAIN-2025-38,190995440,5.48586097764315,failed
3764,CC-MAIN-2025-38,189346869,5.438509944980935,denied
3771,CC-MAIN-2025-38,418318256,12.015133957261689,skipped
3808,CC-MAIN-2025-43,2627342431,70.61186826323906,success
3809,CC-MAIN-2025-43,16646387,0.4473845784371208,notmodified
3811,CC-MAIN-2025-43,265851401,7.144962865713921,redirect
3814,CC-MAIN-2025-43,191053976,5.134723980134296,failed
3816,CC-MAIN-2025-43,193022209,5.187621770565999,denied
3823,CC-MAIN-2025-43,426904395,11.473387155424724,skipped
3860,CC-MAIN-2025-47,2304233783,64.26618480627569,success
3861,CC-MAIN-2025-47,16179210,0.4512459228532818,notmodified
3863,CC-MAIN-2025-47,251372166,7.010890211963275,redirect
3866,CC-MAIN-2025-47,180476233,5.033568654660451,failed
3868,CC-MAIN-2025-47,221720540,6.183892148493529,denied
3875,CC-MAIN-2025-47,611469639,17.054181356649558,skipped
3912,CC-MAIN-2025-51,2178742256,63.90290068212538,success
3913,CC-MAIN-2025-51,14592026,0.4279867366876788,notmodified
3915,CC-MAIN-2025-51,244372560,7.167490963243486,redirect
3918,CC-MAIN-2025-51,173687969,5.094299246329517,failed
3920,CC-MAIN-2025-51,197830543,5.802405266802671,denied
3927,CC-MAIN-2025-51,600231758,17.604904991447285,skipped
3964,CC-MAIN-2026-04,2339673995,64.69337258235419,success
3965,CC-MAIN-2026-04,16203549,0.4480377329720385,notmodified
3967,CC-MAIN-2026-04,248296219,6.865537609463754,redirect
3970,CC-MAIN-2026-04,183965086,5.086743655815532,failed
3972,CC-MAIN-2026-04,193977810,5.363601408511236,denied
3979,CC-MAIN-2026-04,634441386,17.54268032806134,skipped
4016,CC-MAIN-2026-08,2176942448,62.49699201589925,success
4017,CC-MAIN-2026-08,14669187,0.42113197051258616,notmodified
4019,CC-MAIN-2026-08,248469073,7.1332017462130395,redirect
4022,CC-MAIN-2026-08,181223015,5.202660884286359,failed
4024,CC-MAIN-2026-08,199548117,5.7287490932037395,denied
4031,CC-MAIN-2026-08,662422128,19.017218614486307,skipped
4068,CC-MAIN-2026-12,1984198830,60.44507583478962,success
4069,CC-MAIN-2026-12,14000166,0.4264900688252312,notmodified
4071,CC-MAIN-2026-12,235155913,7.163605168683721,redirect
4074,CC-MAIN-2026-12,179837298,5.47842229880443,failed
4076,CC-MAIN-2026-12,189800542,5.781934744248475,denied
4083,CC-MAIN-2026-12,679652812,20.704409831079285,skipped
4123,CC-MAIN-2026-17,2202695211,61.436374708241885,success
4124,CC-MAIN-2026-17,14985960,0.41798023136607465,notmodified
4126,CC-MAIN-2026-17,257419762,7.179811749061113,redirect
4129,CC-MAIN-2026-17,191633952,5.344949779297105,failed
4131,CC-MAIN-2026-17,218668661,6.098987153127977,denied
4138,CC-MAIN-2026-17,699921016,19.521815633143156,skipped
4178,CC-MAIN-2026-21,2174965403,61.05842072059467,success
4179,CC-MAIN-2026-21,14453238,0.40574985025584165,notmodified
4181,CC-MAIN-2026-21,255082143,7.160993358387178,redirect
4184,CC-MAIN-2026-21,190848149,5.357734223871118,failed
4186,CC-MAIN-2026-21,339422937,9.528716392904341,denied
4193,CC-MAIN-2026-21,587332287,16.488345898730167,skipped
4233,CC-MAIN-2026-25,2108835821,61.90511852747608,success
4234,CC-MAIN-2026-25,14775493,0.43373629960114995,notmodified
4236,CC-MAIN-2026-25,251344453,7.378245380339942,redirect
4239,CC-MAIN-2026-25,182832933,5.3670818161292475,failed
4241,CC-MAIN-2026-25,203376178,5.970131140310838,denied
4248,CC-MAIN-2026-25,645396439,18.945686836142748,skipped
4288,CC-MAIN-2026-30,2160388845,62.53369224855401,success
4289,CC-MAIN-2026-30,15268067,0.4419429424559463,notmodified
4291,CC-MAIN-2026-30,263726282,7.633708253313708,redirect
4294,CC-MAIN-2026-30,192382944,5.568634480690813,failed
4296,CC-MAIN-2026-30,206503414,5.977359570819178,denied
4303,CC-MAIN-2026-30,616490221,17.844662475220773,skipped
